CandidateRecordID,DiscoveryYear,SourceID,SourceDependenceGroup,SourceRecordID,SourceURL,SourcePublishedAt,FirstPublicSignalAt,EventStart,EventEnd,CanonicalEventDate,ActorClaim,AttackMethod,LocationText,CountryScope,Region,Latitude,Longitude,TargetName,TargetID,NodeID,ProvisionalTargetGroupID,TargetClass,Sector,CriticalityStatus,PhysicalAttackStatus,OperationalDisruptionStatus,DisruptionStart,DisruptionDurationHours,IndependentConfirmationStatus,ConfirmationSourceID,InclusionStatus,ExclusionReason,SplitStatus,ParentCandidateRecordID,RelatedEventID,DedupeKeyDate,DedupeKeyLocation,DedupeKeyTarget,DedupeKeyNode,DedupeClusterID,DedupeDecision,CanonicalCandidateRecordID,ConflictStatus,OutcomeRelevantUnresolved,ReviewStatus,ReviewedAt,Reviewer,EvidenceQuoteOrNote,EvidenceArchivePath,CandidateCensusComplete
R25C-0011,2025,REUTERS,DG_REUTERS,R25R-0011,,2025-02-24,2025-02-24,2025-02-24,2025-02-24,2025-02-24,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Ryazan oil refinery,RUSSIA_PROPER,,,,Ryazan oil refinery,TGT_RU_RYAZAN_OIL_REFINERY,NODE_RU_RYAZAN_OIL_REFINERY,,PROCESSING_FACILITY,REFINING_PETROCHEM_GAS,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-02-24,RYAZAN_OIL_REFINERY,RYAZAN_OIL_REFINERY,RYAZAN_OIL_REFINERY,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Fresh attack with renewed operational suspension,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0012,2025,REUTERS,DG_REUTERS,R25R-0012,,2025-03-02,2025-03-02,2025-03-02,2025-03-02,2025-03-02,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Ilsky oil refinery,RUSSIA_PROPER,,,,Ilsky oil refinery,TGT_RU_ILSKY_OIL_REFINERY,NODE_RU_ILSKY_OIL_REFINERY,,PROCESSING_FACILITY,REFINING_PETROCHEM_GAS,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,DEPENDENT_CONFIRMATION,,DUPLICATE,DUPLICATE_OF_VIINA_CANONICAL,NOT_APPLICABLE,,,2025-03-02,ILSKY_OIL_REFINERY,ILSKY_OIL_REFINERY,ILSKY_OIL_REFINERY,CL_VIINA_73361_RU1,DUPLICATE_LINKED,VIINA-73361-RU1,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Matches VIINA 73361 RU1 distinct repeat,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0013,2025,REUTERS,DG_REUTERS,R25R-0013,,2025-03-04,2025-03-04,2025-03-04,2025-03-04,2025-03-04,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Chertkovsky district oil pipeline,RUSSIA_PROPER,,,,Chertkovsky district oil pipeline,TGT_RU_CHERTKOVSKY_DISTRICT_OIL_PIPELINE,NODE_RU_CHERTKOVSKY_DISTRICT_OIL_PIPELINE,,PIPELINE_PUMPING_NODE,PIPELINE_PUMPING,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,DEPENDENT_CONFIRMATION,,DUPLICATE,DUPLICATE_OF_VIINA_CANONICAL,NOT_APPLICABLE,,,2025-03-04,CHERTKOVSKY_DISTRICT_OIL_PIPELINE,CHERTKOVSKY_DISTRICT_OIL_PIPELINE,CHERTKOVSKY_DISTRICT_OIL_PIPELINE,CL_VIINA_132875,DUPLICATE_LINKED,VIINA-132875,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Matches VIINA 132875 same date and infrastructure effect,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0014,2025,REUTERS,DG_REUTERS,R25R-0014,,2025-03-08,2025-03-08,2025-03-08,2025-03-08,2025-03-08,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Kirishi oil refinery,RUSSIA_PROPER,,,,Kirishi oil refinery,TGT_RU_KIRISHI_OIL_REFINERY,NODE_RU_KIRISHI_OIL_REFINERY,,PROCESSING_FACILITY,REFINING_PETROCHEM_GAS,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-03-08,KIRISHI_OIL_REFINERY,KIRISHI_OIL_REFINERY,KIRISHI_OIL_REFINERY,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Tank damaged by drone debris,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0015,2025,REUTERS,DG_REUTERS,R25R-0015,,2025-03-11,2025-03-11,2025-03-11,2025-03-11,2025-03-11,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Steel Horse Druzhba station Oryol,RUSSIA_PROPER,,,,Steel Horse Druzhba station Oryol,TGT_RU_STEEL_HORSE_DRUZHBA_STATION_ORYOL,NODE_RU_STEEL_HORSE_DRUZHBA_STATION_ORYOL,,PIPELINE_PUMPING_NODE,PIPELINE_PUMPING,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,DEPENDENT_CONFIRMATION,,DUPLICATE,DUPLICATE_OF_VIINA_CANONICAL,NOT_APPLICABLE,,,2025-03-11,STEEL_HORSE_DRUZHBA_STATION_ORYOL,STEEL_HORSE_DRUZHBA_STATION_ORYOL,STEEL_HORSE_DRUZHBA_STATION_ORYOL,CL_VIINA_373640,DUPLICATE_LINKED,VIINA-373640,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Reuters reporting aligns with VIINA 373640 cluster but target naming differs,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0016,2025,REUTERS,DG_REUTERS,R25R-0016,,2025-03-14,2025-03-14,2025-03-14,2025-03-14,2025-03-14,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Tuapse oil refinery,RUSSIA_PROPER,,,,Tuapse oil refinery,TGT_RU_TUAPSE_OIL_REFINERY,NODE_RU_TUAPSE_OIL_REFINERY,,PROCESSING_FACILITY,REFINING_PETROCHEM_GAS,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-03-14,TUAPSE_OIL_REFINERY,TUAPSE_OIL_REFINERY,TUAPSE_OIL_REFINERY,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Fire after Ukrainian drone attack,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0017,2025,REUTERS,DG_REUTERS,R25R-0017,,2025-03-19,2025-03-19,2025-03-19,2025-03-19,2025-03-19,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Kavkazskaya oil depot,RUSSIA_PROPER,,,,Kavkazskaya oil depot,TGT_RU_KAVKAZSKAYA_OIL_DEPOT,NODE_RU_KAVKAZSKAYA_OIL_DEPOT,,STORAGE_EXPORT_NODE,FUEL_STORAGE_TERMINAL,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-03-19,KAVKAZSKAYA_OIL_DEPOT,KAVKAZSKAYA_OIL_DEPOT,KAVKAZSKAYA_OIL_DEPOT,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Fire after Ukrainian drone attack,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0018,2025,REUTERS,DG_REUTERS,R25R-0018,,2025-03-20,2025-03-20,2025-03-20,2025-03-20,2025-03-20,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Engels strategic bomber airfield,RUSSIA_PROPER,,,,Engels strategic bomber airfield,TGT_RU_ENGELS_STRATEGIC_BOMBER_AIRFIELD,NODE_RU_ENGELS_STRATEGIC_BOMBER_AIRFIELD,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-03-20,ENGELS_STRATEGIC_BOMBER_AIRFIELD,ENGELS_STRATEGIC_BOMBER_AIRFIELD,ENGELS_STRATEGIC_BOMBER_AIRFIELD,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Reuters reported physical damage/fire context at air base,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0019,2025,REUTERS,DG_REUTERS,R25R-0019,,2025-04-30,2025-04-30,2025-04-30,2025-04-30,2025-04-30,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Murom Instrument-Building Plant,RUSSIA_PROPER,,,,Murom Instrument-Building Plant,TGT_RU_MUROM_INSTRUMENT_BUILDING_PLANT,NODE_RU_MUROM_INSTRUMENT_BUILDING_PLANT,,DEFENSE_INDUSTRIAL_FACILITY,DEFENSE_INDUSTRY,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-04-30,MUROM_INSTRUMENT_BUILDING_PLANT,MUROM_INSTRUMENT_BUILDING_PLANT,MUROM_INSTRUMENT_BUILDING_PLANT,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Reuters reported 720 square metre fire and damage to two buildings,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0020,2025,REUTERS,DG_REUTERS,R25R-0020,,2025-04-23,2025-04-23,2025-04-23,2025-04-23,2025-04-23,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Alabuga drone-production site,RUSSIA_PROPER,,,,Alabuga drone-production site,TGT_RU_ALABUGA_DRONE_PRODUCTION_SITE,NODE_RU_ALABUGA_DRONE_PRODUCTION_SITE,,DEFENSE_INDUSTRIAL_FACILITY,DEFENSE_INDUSTRY,NOT_ASSESSED,NOT_EVENT,NOT_ASSESSED,,,CONTRADICTED,,EXCLUDE_NOT_EVENT,NO_CONFIRMED_QUALIFYING_PHYSICAL_TARGET_EFFECT,NOT_APPLICABLE,,,2025-04-23,ALABUGA_DRONE_PRODUCTION_SITE,ALABUGA_DRONE_PRODUCTION_SITE,ALABUGA_DRONE_PRODUCTION_SITE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian strike claim in Reuters coverage; target-level damage not independently verified,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0021,2025,REUTERS,DG_REUTERS,R25R-0021,,2025-04-23,2025-04-23,2025-04-23,2025-04-23,2025-04-23,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Kazan aviation-related defence plant,RUSSIA_PROPER,,,,Kazan aviation-related defence plant,TGT_RU_KAZAN_AVIATION_RELATED_DEFENCE_PLANT,NODE_RU_KAZAN_AVIATION_RELATED_DEFENCE_PLANT,,DEFENSE_INDUSTRIAL_FACILITY,DEFENSE_INDUSTRY,NOT_ASSESSED,NOT_EVENT,NOT_ASSESSED,,,SINGLE_SOURCE,,EXCLUDE_NOT_EVENT,NO_CONFIRMED_QUALIFYING_PHYSICAL_TARGET_EFFECT,NOT_APPLICABLE,,,2025-04-23,KAZAN_AVIATION_RELATED_DEFENCE_PLANT,KAZAN_AVIATION_RELATED_DEFENCE_PLANT,KAZAN_AVIATION_RELATED_DEFENCE_PLANT,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian claim reported by Reuters; physical effect unresolved,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0022,2025,REUTERS,DG_REUTERS,R25R-0022,,2025-05-05,2025-05-05,2025-05-05,2025-05-05,2025-05-05,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Rylsk electricity substation,RUSSIA_PROPER,,,,Rylsk electricity substation,TGT_RU_RYLSK_ELECTRICITY_SUBSTATION,NODE_RU_RYLSK_ELECTRICITY_SUBSTATION,,GRID_SUPPORT_INFRASTRUCTURE,ENERGY_GRID_SUPPORT,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-05-05,RYLSK_ELECTRICITY_SUBSTATION,RYLSK_ELECTRICITY_SUBSTATION,RYLSK_ELECTRICITY_SUBSTATION,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Regional reporting cited by Reuters described substation damage/power effects,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0023,2025,REUTERS,DG_REUTERS,R25R-0023,,2025-05-28,2025-05-28,2025-05-28,2025-05-28,2025-05-28,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Kronstadt UAV plant Dubna,RUSSIA_PROPER,,,,Kronstadt UAV plant Dubna,TGT_RU_KRONSTADT_UAV_PLANT_DUBNA,NODE_RU_KRONSTADT_UAV_PLANT_DUBNA,,DEFENSE_INDUSTRIAL_FACILITY,DEFENSE_INDUSTRY,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-05-28,KRONSTADT_UAV_PLANT_DUBNA,KRONSTADT_UAV_PLANT_DUBNA,KRONSTADT_UAV_PLANT_DUBNA,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian claim reported by Reuters; no independent damage verification found,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0024,2025,REUTERS,DG_REUTERS,R25R-0024,,2025-05-28,2025-05-28,2025-05-28,2025-05-28,2025-05-28,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Raduga cruise-missile plant Dubna,RUSSIA_PROPER,,,,Raduga cruise-missile plant Dubna,TGT_RU_RADUGA_CRUISE_MISSILE_PLANT_DUBNA,NODE_RU_RADUGA_CRUISE_MISSILE_PLANT_DUBNA,,DEFENSE_INDUSTRIAL_FACILITY,DEFENSE_INDUSTRY,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-05-28,RADUGA_CRUISE_MISSILE_PLANT_DUBNA,RADUGA_CRUISE_MISSILE_PLANT_DUBNA,RADUGA_CRUISE_MISSILE_PLANT_DUBNA,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian claim reported by Reuters; no independent damage verification found,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0025,2025,REUTERS,DG_REUTERS,R25R-0025,,2025-06-01,2025-06-01,2025-06-01,2025-06-01,2025-06-01,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Belaya military air base,RUSSIA_PROPER,,,,Belaya military air base,TGT_RU_BELAYA_MILITARY_AIR_BASE,NODE_RU_BELAYA_MILITARY_AIR_BASE,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-06-01,BELAYA_MILITARY_AIR_BASE,BELAYA_MILITARY_AIR_BASE,BELAYA_MILITARY_AIR_BASE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Reuters satellite imagery and verified video show destroyed/badly damaged strategic bombers,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0026,2025,REUTERS,DG_REUTERS,R25R-0026,,2025-06-01,2025-06-01,2025-06-01,2025-06-01,2025-06-01,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Olenya military air base,RUSSIA_PROPER,,,,Olenya military air base,TGT_RU_OLENYA_MILITARY_AIR_BASE,NODE_RU_OLENYA_MILITARY_AIR_BASE,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-06-01,OLENYA_MILITARY_AIR_BASE,OLENYA_MILITARY_AIR_BASE,OLENYA_MILITARY_AIR_BASE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Reuters verified drone footage showing burning strategic bombers and explosion,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0027,2025,REUTERS,DG_REUTERS,R25R-0027,,2025-06-01,2025-06-01,2025-06-01,2025-06-01,2025-06-01,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Ivanovo Severny air base,RUSSIA_PROPER,,,,Ivanovo Severny air base,TGT_RU_IVANOVO_SEVERNY_AIR_BASE,NODE_RU_IVANOVO_SEVERNY_AIR_BASE,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,NOT_EVENT,NOT_ASSESSED,,,CONTRADICTED,,EXCLUDE_NOT_EVENT,NO_CONFIRMED_QUALIFYING_PHYSICAL_TARGET_EFFECT,NOT_APPLICABLE,,,2025-06-01,IVANOVO_SEVERNY_AIR_BASE,IVANOVO_SEVERNY_AIR_BASE,IVANOVO_SEVERNY_AIR_BASE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Operation Spiderweb target reported but effect not independently established in Reuters evidence reviewed,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0028,2025,REUTERS,DG_REUTERS,R25R-0028,,2025-06-01,2025-06-01,2025-06-01,2025-06-01,2025-06-01,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Dyagilevo air base,RUSSIA_PROPER,,,,Dyagilevo air base,TGT_RU_DYAGILEVO_AIR_BASE,NODE_RU_DYAGILEVO_AIR_BASE,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,NOT_EVENT,NOT_ASSESSED,,,CONTRADICTED,,EXCLUDE_NOT_EVENT,NO_CONFIRMED_QUALIFYING_PHYSICAL_TARGET_EFFECT,NOT_APPLICABLE,,,2025-06-01,DYAGILEVO_AIR_BASE,DYAGILEVO_AIR_BASE,DYAGILEVO_AIR_BASE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Operation Spiderweb target reported; effect unresolved in Reuters evidence reviewed,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0029,2025,REUTERS,DG_REUTERS,R25R-0029,,2025-06-06,2025-06-06,2025-06-06,2025-06-06,2025-06-06,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Engels fuel-storage/oil-depot node,RUSSIA_PROPER,,,,Engels fuel-storage/oil-depot node,TGT_RU_ENGELS_FUEL_STORAGE_OIL_DEPOT_NODE,NODE_RU_ENGELS_FUEL_STORAGE_OIL_DEPOT_NODE,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,CONFIRMED,NOT_ASSESSED,,,CONFIRMED_INDEPENDENT,REUTERS_OR_INDEPENDENT_EFFECT_EVIDENCE,INCLUDE_RUSSIA_PROPER,,NOT_APPLICABLE,,,2025-06-06,ENGELS_FUEL_STORAGE_OIL_DEPOT_NODE,ENGELS_FUEL_STORAGE_OIL_DEPOT_NODE,ENGELS_FUEL_STORAGE_OIL_DEPOT_NODE,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian military claim reported by Reuters; target-level effect confirmation incomplete,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
R25C-0030,2025,REUTERS,DG_REUTERS,R25R-0030,,2025-06-06,2025-06-06,2025-06-06,2025-06-06,2025-06-06,UKRAINE,DRONE_OR_MISSILE_UNRESOLVED,Dyagilevo airfield,RUSSIA_PROPER,,,,Dyagilevo airfield,TGT_RU_DYAGILEVO_AIRFIELD,NODE_RU_DYAGILEVO_AIRFIELD,,STRATEGIC_AIRBASE,STRATEGIC_AIR,NOT_ASSESSED,NOT_EVENT,NOT_ASSESSED,,,CONTRADICTED,,EXCLUDE_NOT_EVENT,NO_CONFIRMED_QUALIFYING_PHYSICAL_TARGET_EFFECT,NOT_APPLICABLE,,,2025-06-06,DYAGILEVO_AIRFIELD,DYAGILEVO_AIRFIELD,DYAGILEVO_AIRFIELD,,UNIQUE,,NONE,FALSE,COMPLETE,2026-08-19,ChatGPT_DEEP_CLOSURE_REVIEW,Ukrainian military reported strike; physical effect confirmation incomplete,output/REUTERS_2025_VIINA_RECONCILIATION_V1.csv|output/REUTERS_2025_PROVISIONAL_20_RESOLUTION_V1.csv|output/REUTERS_2025_OPEN8_RESOLUTION_V1.csv|output/REUTERS_2025_FINAL_DISPOSITION_9_V1.csv|output/REUTERS_2025_PROVENANCE_LINKAGE_5_V1.csv,FALSE
