SourceEventID,VIINADate,ManualDecision,CanonicalEventDate,CountryScope,CanonicalTargetOrLink,TargetID,NodeID,Sector,DedupeStatus,ScoringEligibility,DecisionReason,CandidateCensusComplete
373677,20250818,LINK_EXISTING_PRIORITY_CANDIDATE,2025-08-18,RUSSIA_PROPER,Nikolskoye Druzhba pumping station Tambov Oblast,TGT_RU_NIKOLSKOYE_DRUZHBA_PUMP_20250818,NODE_RU_NIKOLSKOYE_DRUZHBA_PUMP,PIPELINE_PUMPING,LINK_PRIORITY_30319,CENSUS_CANDIDATE_ONLY,Same event already retained from initial Russia-priority review,FALSE
373675,20250818,LINK_EXISTING_PRIORITY_CANDIDATE,2025-08-18,RUSSIA_PROPER,Nikolskoye Druzhba pumping station Tambov Oblast,TGT_RU_NIKOLSKOYE_DRUZHBA_PUMP_20250818,NODE_RU_NIKOLSKOYE_DRUZHBA_PUMP,PIPELINE_PUMPING,LINK_PRIORITY_30319,CENSUS_CANDIDATE_ONLY,Same Nikolskoye strike and pipeline halt,FALSE
373684,20250820,LINK_RESTORATION_FOLLOWUP,2025-08-18,RUSSIA_PROPER,Nikolskoye Druzhba pumping station Tambov Oblast,TGT_RU_NIKOLSKOYE_DRUZHBA_PUMP_20250818,NODE_RU_NIKOLSKOYE_DRUZHBA_PUMP,PIPELINE_PUMPING,LINK_PRIORITY_30319,CENSUS_CANDIDATE_ONLY,Oil-flow restoration report after Nikolskoye strike,FALSE
373682,20250820,LINK_RESTORATION_FOLLOWUP,2025-08-18,RUSSIA_PROPER,Nikolskoye Druzhba pumping station Tambov Oblast,TGT_RU_NIKOLSKOYE_DRUZHBA_PUMP_20250818,NODE_RU_NIKOLSKOYE_DRUZHBA_PUMP,PIPELINE_PUMPING,LINK_PRIORITY_30319,CENSUS_CANDIDATE_ONLY,Same restoration sequence after Nikolskoye strike,FALSE
373690,20250822,LINK_COMPOSITE_TO_UNECHA_REPEAT,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Composite row includes fresh 21 August Unecha strike plus political reaction; event canonicalised to 373688,FALSE
373695,20250822,LINK_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Repair-time report following repeat Unecha strike,FALSE
373689,20250822,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Hungarian and Slovak complaint about same strike,FALSE
373693,20250822,LINK_FOLLOWUP_PLUS_NEW_COMPONENT,2025-08-21,MIXED,Unecha follow-up plus Port Olya disruption,TGT_RU_UNECHA_DRUZHBA_20250821|TGT_RU_PORT_OLYA_20250814,NODE_RU_UNECHA_DRUZHBA|NODE_RU_PORT_OLYA,PIPELINE_PUMPING|PORT_EXPORT_LOGISTICS,SPLIT_REQUIRED,CENSUS_CANDIDATE_ONLY,Druzhba component is follow-up; same row reports Olya port paralysed for a week after 14 August strike and requires separate retained component,FALSE
373688,20250822,INCLUDE_RUSSIA_PROPER,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,CANONICAL_DISTINCT_REPEAT,CENSUS_CANDIDATE_ONLY,Fresh Ukrainian strike on Unecha on 21 August; Reuters reports renewed fire and halted deliveries,FALSE
373696,20250823,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,EU complaint after same repeat strike,FALSE
373701,20250824,LINK_DAMAGE_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Satellite imagery confirms pump-building destruction from 21 August attack; article explicitly identifies 21 August as attack date,FALSE
373706,20250825,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Political reaction only,FALSE
373707,20250825,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Political reaction only,FALSE
373705,20250825,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Political reaction only,FALSE
373708,20250825,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Political reaction only,FALSE
373711,20250826,LINK_DUPLICATE_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Composite duplicate of two political follow-ups,FALSE
373716,20250828,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Entry-ban reaction to earlier strikes; no new event,FALSE
373717,20250828,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Entry-ban reaction to earlier strikes; no new event,FALSE
373720,20250828,LINK_RESTORATION_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Supply resumption after repeat Unecha strike,FALSE
373731,20250902,LINK_POLITICAL_FOLLOWUP,2025-08-21,RUSSIA_PROPER,Unecha Druzhba pumping station Bryansk Oblast,TGT_RU_UNECHA_DRUZHBA_20250821,NODE_RU_UNECHA_DRUZHBA,PIPELINE_PUMPING,LINK_373688,CENSUS_CANDIDATE_ONLY,Later political discussion of earlier Druzhba attacks; no new event,FALSE
276953,20250903,EXCLUDE_ANALYSIS_NO_REALIZED_ATTACK,,UKRAINE_OCCUPIED_OTHER,Donetsk and Kerch airfield expansion,,,,NOT_APPLICABLE,NOT_SCORING_EVENT,Expert discussion of airfield expansion for future Shahed attacks; no realized Russia-proper attack,FALSE
373735,20250909,INCLUDE_RUSSIA_PROPER,2025-09-07,RUSSIA_PROPER,Naytopovichi LPDS 8-N Bryansk Oblast,TGT_RU_NAYTOPOVICHI_LPDS_20250907,NODE_RU_NAYTOPOVICHI_LPDS,PIPELINE_PUMPING,CANONICAL_EVENT,CENSUS_CANDIDATE_ONLY,Unmanned Systems Forces reported complex strike on Transneft LPDS 8-N in Naytopovichi; strategic fuel-pumping role,FALSE
391676,20250930,INCLUDE_RUSSIA_PROPER_PROVISIONAL,2025-09-28,RUSSIA_PROPER,Luch electricity substation Belgorod,TGT_RU_BELGOROD_LUCH_SUBSTATION_20250928,NODE_RU_BELGOROD_LUCH_SUBSTATION,ENERGY_GRID_SUPPORT,CANONICAL_PROVISIONAL,CENSUS_CANDIDATE_ONLY,Reported missile hit on Luch substation during Belgorod power outage; retain pending independent target-level reconciliation,FALSE
399660,20251007,EXCLUDE_CRIMEA_SCOPE_FOLLOWUP,2025-10-06,CRIMEA_SEVASTOPOL,Feodosia oil depot,,,,LINK_CRIMEA_EVENT,NOT_ELIGIBLE_RUSSIA_PROPER,Aftermath photos from Feodosia strike in occupied Crimea,FALSE
399662,20251008,EXCLUDE_CRIMEA_SCOPE_FOLLOWUP,2025-10-06,CRIMEA_SEVASTOPOL,Feodosia oil depot,,,,LINK_CRIMEA_EVENT,NOT_ELIGIBLE_RUSSIA_PROPER,Third-day fire follow-up in occupied Crimea,FALSE
399661,20251008,EXCLUDE_CRIMEA_SCOPE_FOLLOWUP,2025-10-06,CRIMEA_SEVASTOPOL,Feodosia oil depot,,,,LINK_CRIMEA_EVENT,NOT_ELIGIBLE_RUSSIA_PROPER,Third-day fire follow-up in occupied Crimea,FALSE
399666,20251013,EXCLUDE_CRIMEA_SCOPE_DISTINCT_REPEAT,2025-10-13,CRIMEA_SEVASTOPOL,Feodosia oil depot,,,,DISTINCT_CRIMEA_REPEAT,NOT_ELIGIBLE_RUSSIA_PROPER,Second strike in a week but target remains occupied Crimea outside Russia-proper census,FALSE
399669,20251015,EXCLUDE_CRIMEA_SCOPE_FOLLOWUP,2025-10-13,CRIMEA_SEVASTOPOL,Feodosia oil depot,,,,LINK_CRIMEA_REPEAT,NOT_ELIGIBLE_RUSSIA_PROPER,Follow-up confirmation of repeat Feodosia strike,FALSE
