event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text_terms,ru_scope_text_terms,representative_text,TriageStatus,TriageReason,CandidateCensusComplete,ScopeAuto,ScopeReason,EventFormAuto,EventFormReason,ExactReportDuplicateCluster,TriagePriority,ManualReviewRequired
32209,20220226,8,147616|147618|147627,mz,https://t.me/uniannet/32695,FUEL_STORAGE_TERMINAL|STRATEGIC_AIRBASE,авиабаз|аэродром|нефтебаз,взрыв|ракет|удар,690412,Vasylkiv,Kiev,Vasyl'kivs'kyi,30.313146,50.179501,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,орел|твер,"В городе Василькове в 25 километрах к юго-западу от окраины Киева после ракетного удара загорелась нефтебаза, пишет «Сегодня» со ссылкой на мэра города Наталью Баласинович. «Уважаемая Васильковская община! Вы видите все происходящее. Видите огонь. Это, к сожалению, горит нефтебаза на Крячках. Сегодня весь день шли мощные обстрелы баллистическими ракетами, в том числе — нашего аэродрома. И сейчас идут обстрелы. Ночь будет непростой, что у нас, что в Киеве. <﻿…﻿> Если вы слышите сильные взрывы — идите в укрытия», — приводит ее слова Znak. Вчера УНИАН сообщал о боях в Василькове после попытки высадить десант с воздуха. «Украинская правда» со ссылкой на неназванного собеседника в командовании ВСУ писала, что бой шел за авиабазу «Васильков», на которой базируются шесть самолетов МиГ-29. || В городе Василькове в 25 километрах к юго-западу от окраины Киева после ракетного удара загорелась нефтебаза, пишет «Сегодня» со ссылкой на мэра города Наталью Баласинович. «Уважаемая Васильковская община! Вы видите все происходящее. Видите огонь. Это, к сожалению, горит нефтебаза на Крячках. Сегодня весь день шли мощные обстрелы баллистическими ракетами, в том числе — нашего аэродрома. И сейчас идут обстрелы. Ночь будет непростой, что у нас, что в Киеве. <﻿…﻿> Если вы слышите сильные взрывы — идите в укрытия», — приводит ее слова Znak. Вчера УНИАН сообщал о боях в Василькове после попытки высадить десант с воздуха. «Украинская правда» со ссылкой на неназванного собеседника в командовании ВСУ писала, что бой шел за авиабазу «Васильков», на которой базируются шесть самолетов МиГ-29. || На онлайн-камере, установленной на Майдане в центре Киева, всю ночь с небольшими перерывами слышна стрельба очередями и взрывы. Чаще всего выстрелы звучат в отдалении, но иногда очереди раздаются в непосредственной близости от места съемки. Украинские СМИ о местах боев в городе за ночь не сообщали. Глава Киевской областной администрации Алексей Кулеба написал, что бой продолжается в городе Васильков. Накануне в городе, как утверждают вооруженные силы Украины, пытался высадиться российский десант и захватить военный аэропорт. В Василькове горит нефтебаза.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,FOLLOWUP_OR_AFTERMATH,FOLLOWUP_CUE_NO_FRESH_VERB,,P1_RUSSIA_UA_ACTOR,TRUE
145724,20220303,53,147898,mz,https://www.youtube.com/watch?v=fYUT36YGOh8,STRATEGIC_AIRBASE,аэродром,атак,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,украин,орел|твер,"Российский «Первый канал» опубликовал репортаж из аэродрома Гостомель под Киевом. На кадрах репортажа виден сожженный самолет Ан-225 «Мрия» — один из самых больших и мощных самолетов украинского производства в мире. Сотрудница «Первого канала» утверждает, что в ангар, где находилось судно, попал снаряд украинской артиллерии. 27 февраля, на четвертый день вторжения в Украину, Верховная рада сообщала, что «Мрия» сгорела в результате воздушной атаки российских войск.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0082,P1_RUSSIA_UA_ACTOR,TRUE
229066,20220303,7,147897,mz,https://www.youtube.com/watch?v=fYUT36YGOh8,STRATEGIC_AIRBASE,аэродром,атак,708251,Hostomel,Kiev,Kyievo-Sviatoshyns'kyi,30.264853,50.580265,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,украин,орел|твер,"Российский «Первый канал» опубликовал репортаж из аэродрома Гостомель под Киевом. На кадрах репортажа виден сожженный самолет Ан-225 «Мрия» — один из самых больших и мощных самолетов украинского производства в мире. Сотрудница «Первого канала» утверждает, что в ангар, где находилось судно, попал снаряд украинской артиллерии. 27 февраля, на четвертый день вторжения в Украину, Верховная рада сообщала, что «Мрия» сгорела в результате воздушной атаки российских войск.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0082,P1_RUSSIA_UA_ACTOR,TRUE
29408,20220305,4,148066|148078,mz,https://www.instagram.com/p/Cat6IYVqteF/,STRATEGIC_AIRBASE,аэродром,ракет|удар|уничтож,689558,Vinnytsya,Vinnytsya,Vinnyts'ka,28.46868,49.232559,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,твер,"Советник главы МВД Украины Антон Геращенко опубликовал фото и видео последствий ракетного удара по аэропорту в Виннице. Снимки непосредственно с территории разрушенного аэродрома у себя в телеграм-канале выложил мэр Винницы Сергей Моргунов. Ранее Владимир Зеленский сообщил, что в результате ракетного удара аэропорт оказался разрушен. Глава МИД Украины уточнил, что удар по Виннице был нанесен крылатыми ракетами. || Вечерний брифинг Минобороны, коротко: — Минобороны подтвердило уничтожение аэродрома в Виннице; — Практически вся боеспособная авиация ВСУ уничтожена, утверждают в Минобороны; — Также в Минобороны утверждают, что оставшаяся украинская авиация базируется в соседних странах, в том числе в Румынии. Это может расцениваться как вовлечение таких стран в вооруженный конфликт, сказал представитель Минобороны Игорь Конашенков. — Конашенков также утверждает, что российские военные вскрыли «факты зачистки киевским режимом следов реализуемой на Украине военно-биологической программы, финансируемой Минобороны США». По словам Конашенкова, российским военными получены данные о «секретных биологических экспериментах на территории Украины».",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,FOLLOWUP_OR_AFTERMATH,FOLLOWUP_CUE_NO_FRESH_VERB,EXACT2022-0083,P1_RUSSIA_UA_ACTOR,TRUE
29416,20220306,16,148166|148196,mz,https://www.instagram.com/p/Cat6IYVqteF/,STRATEGIC_AIRBASE,аэродром,ракет|удар|уничтож,689558,Vinnytsya,Vinnytsya,Vinnyts'ka,28.46868,49.232559,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,твер,"Советник главы МВД Украины Антон Геращенко опубликовал фото и видео последствий ракетного удара по аэропорту в Виннице. Снимки непосредственно с территории разрушенного аэродрома у себя в телеграм-канале выложил мэр Винницы Сергей Моргунов. Ранее Владимир Зеленский сообщил, что в результате ракетного удара аэропорт оказался разрушен. Глава МИД Украины уточнил, что удар по Виннице был нанесен крылатыми ракетами. || Вечерний брифинг Минобороны, коротко: — Минобороны подтвердило уничтожение аэродрома в Виннице; — Практически вся боеспособная авиация ВСУ уничтожена, утверждают в Минобороны; — Также в Минобороны утверждают, что оставшаяся украинская авиация базируется в соседних странах, в том числе в Румынии. Это может расцениваться как вовлечение таких стран в вооруженный конфликт, сказал представитель Минобороны Игорь Конашенков. — Конашенков также утверждает, что российские военные вскрыли «факты зачистки киевским режимом следов реализуемой на Украине военно-биологической программы, финансируемой Минобороны США». По словам Конашенкова, российским военными получены данные о «секретных биологических экспериментах на территории Украины».",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,FOLLOWUP_OR_AFTERMATH,FOLLOWUP_CUE_NO_FRESH_VERB,EXACT2022-0083,P1_RUSSIA_UA_ACTOR,TRUE
147220,20220401,49,249897|59863,liveuamap|ria,https://ria.ru/20220401/spetsoperatsiya-1781396455.html|https://twitter.com/Novynarnia/status/1509468013971582977,FUEL_STORAGE_TERMINAL,нафтобаз|нефтебаз,ракет|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,Украин,Москв,"Росія ракетами розбомбила нафтобазу у Фастові Київської області || День 37-й: удар Украины по нефтебазе, проработка контактов Москвы и Киева",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
254082,20220414,1,322171,espreso,https://espreso.tv/chornobaivka-15-raz-zsu-znishchili-rosiyski-skladi-boepripasiv-a-okupatsiyniy-kreyser-moskva-zatonuv-arestovich,AMMUNITION_ARSENAL,склади боєприпас,знищ,710715,Chornobaivka,Kherson,Bilozers'kyi,32.545136,46.694826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,ЗСУ,Москв,"Чорнобаївка 15 раз: ЗСУ знищили російські склади боєприпасів, а окупаційний крейсер """"""""Москва"""""""" затонув",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
192361,20220610,1,1626656,meduza,https://t.me/milinfolive/85166,STRATEGIC_AIRBASE,аэродром,удар|уничтож,706004,Kryvoruchka,Mykolayiv,Voznesens'kyi,31.248662,47.506035,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Украин,твер,"Как утверждается, уничтоженный российским ударом Су-25 ВВС Украины на военном аэродроме Мартыновское под Вознесенском (Николаевская область).",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
342727,20220624,1,1626746,meduza,https://t.me/NeoficialniyBeZsonoV/15122,AMMUNITION_ARSENAL,склад боеприпас,уничтож,11566277,Polihon,Mykolayiv,Zhovtnevyi,32.15029,46.95456,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,украин,твер,"Утверждается, что российская артиллерия уничтожила украинские полевой склад боеприпасов и позиции под Николаевым (Николаевская область).",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
170419,20220627,8,1641494,liga,https://news.liga.net/politics/news/rakety-po-kremenchugu-zapuskali-strategicheskie-bombardirovschiki-iz-kurskoy-oblasti-vs-vsu,STRATEGIC_AIRBASE,стратегические бомбард,Ракет,704147,Kremenchuk,Poltava,Kremenchuts'kyi,33.410241,49.065499,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ,Курск,обновленодополнено Ракеты по Кременчугу запускали стратегические бомбардировщики из Курской области – ВС ВСУ,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
144069,20220722,1,39124,interfaxua,https://interfax.com.ua/news/general/847734.html,REFINING_PETROCHEM_GAS,НПЗ,атак,702972,Lysychansk,Luhans'k,Lysychans'ka,38.419552,48.912914,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,ЗСУ,твер,ЗСУ у четвер відбили ворожі атаки з боку Лисичанського НПЗ,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
