event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete
213205,20230129,3,274202,ria,https://ria.ru/20230129/sklad-1848245384.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706483,Kharkiv,Kharkiv,Kharkivs'ka,36.231202,49.992167,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Российские артиллеристы уничтожили склад боеприпасов в Харьковской области,MACHINE_NONCANDIDATE,FALSE
254520,20230129,1,274186,ria,https://ria.ru/20230129/sklad-1848185103.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,710715,Chornobaivka,Kherson,Bilozers'kyi,32.545136,46.694826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Артиллеристы уничтожили склад боеприпасов ВСУ в Чернобаевке,MACHINE_NONCANDIDATE,FALSE
48582,20230129,1,274195,ria,https://ria.ru/20230129/boepripasy-1848218971.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,693065,Sotsmisto,Donets'k,Kramators'ka,37.584398,48.738984,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Российские военные уничтожили склад боеприпасов ВСУ в районе Краматорска,MACHINE_NONCANDIDATE,FALSE
200373,20230130,3,274243,ria,https://ria.ru/20230130/napravlenie-1848409111.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На Херсонском направлении российские силы уничтожили склад с боеприпасами,REVIEW,FALSE
200384,20230201,2,274381,ria,https://ria.ru/20230201/kherson-1848867265.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Источник: российские военные уничтожили в Херсоне склад с боеприпасами ВСУ,REVIEW,FALSE
200395,20230202,1,274461,ria,https://ria.ru/20230202/sklad-1849148262.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,Артиллеристы уничтожили украинский склад с боеприпасами в Херсоне,REVIEW,FALSE
200389,20230202,2,274495,ria,https://ria.ru/20230202/sklad-1849262694.html,AMMUNITION_ARSENAL,склада с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Российские артиллеристы под Херсоном уничтожили два склада с боеприпасами,REVIEW,FALSE
84867,20230202,1,1629508,meduza,https://twitter.com/grntmedia/status/1624840971178463234,AMMUNITION_ARSENAL,складу боеприпас,удар,697302,Petrovskiy,Donets'k,Donets'ka,37.630808,47.940392,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Petrovskiy,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Как утверждается, украинская артиллерия нанесла удар по российскому складу боеприпасов в Петровском районе Донецка.",REVIEW,FALSE
84630,20230202,1,1629518,meduza,https://t.me/mysiagin/19053,AMMUNITION_ARSENAL,склад боеприпас,Дрон,697107,Zaporozhe,Zaporizhzhya,Orikhivs'kyi,35.595513,47.511703,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Дрон ВСУ сбросил боеприпасы на российский склад боеприпасов в дачах к югу от Щербаков в Запорожской области.,MACHINE_NONCANDIDATE,FALSE
126380,20230202,1,1675453,pravdaua,https://www.pravda.com.ua/news/2023/02/2/7387660/,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,701822,Mariupol,Donets'k,Mariupol's'ka,37.54144,47.096703,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Mariupol,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У Маріуполі лунали вибухи у місцях базування росіян, під Мелітополем – на нафтобазі.",REVIEW,FALSE
119421,20230202,1,1675454,pravdaua,https://www.pravda.com.ua/news/2023/02/2/7387660/,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,701404,Melitopol,Zaporizhzhya,Melitopol's'kyi,35.37288,46.842187,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У Маріуполі лунали вибухи у місцях базування росіян, під Мелітополем – на нафтобазі.",MACHINE_NONCANDIDATE,FALSE
200408,20230204,9,274614|274636,ria,https://ria.ru/20230204/sklad-1849705265.html|https://ria.ru/20230204/sklad-1849741354.html,AMMUNITION_ARSENAL,склад боеприпас|склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.63712,46.64519,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Источник: артиллеристы уничтожили склад с боеприпасами ВСУ под Херсоном || ВС России уничтожили склад боеприпасов ВСУ на Херсонском направлении,REVIEW,FALSE
200409,20230204,1,274615,ria,https://ria.ru/20230204/sklad-1849705265.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Артиллеристы уничтожили склад с боеприпасами ВСУ под Херсоном,REVIEW,FALSE
200417,20230206,5,274749,ria,https://ria.ru/20230206/kherson-1849956256.html,AMMUNITION_ARSENAL,склад ВСУ с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Источник: российские военные уничтожили склад ВСУ с боеприпасами в Херсоне,REVIEW,FALSE
99625,20230206,1,274774,ria,https://ria.ru/20230206/spetsoperatsiya-1850050250.html,AMMUNITION_ARSENAL,склад украинских боеприпас,уничтож,698770,Ochakiv,Mykolayiv,Ochakivs'kyi,31.545653,46.614005,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Российские военные уничтожили склад украинских боеприпасов в районе Очакова,MACHINE_NONCANDIDATE,FALSE
200424,20230207,7,274839,ria,https://ria.ru/20230207/spetsoperatsiya-1850310353.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ВС России уничтожили украинский склад боеприпасов на Херсонском направлении,REVIEW,FALSE
261579,20230209,1,274968,ria,https://ria.ru/20230209/sklad-1850856310.html,AMMUNITION_ARSENAL,склада боеприпас,уничтож,710771,Chorna Dolyna,Kherson,Kakhovs'kyi,33.481729,46.55783,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Российские войска уничтожили четыре склада боеприпасов в Херсонской области,MACHINE_NONCANDIDATE,FALSE
273931,20230209,1,1675666,pravdaua,https://www.pravda.com.ua/news/2023/02/9/7388715/,STRATEGIC_AIRBASE,аеродром,знищ,712451,Berdyansk,Zaporizhzhya,Berdians'ka,36.789317,46.755673,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"У Бердянську було влучання в аеродром, знищено 100 окупантів – МВА.",MACHINE_NONCANDIDATE,FALSE
273933,20230210,1,45693,interfaxua,https://interfax.com.ua/news/general/890362.html,STRATEGIC_AIRBASE,аеродром,знищ,712451,Berdyansk,Zaporizhzhya,Berdians'ka,36.789317,46.755673,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ЗС України знищили понад 100 окупантів на Бердянському аеродромі,MACHINE_NONCANDIDATE,FALSE
340202,20230210,1,116257,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
340201,20230210,1,1795360,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
340204,20230211,1,116470,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
119435,20230211,3,275109,ria,https://ria.ru/20230211/melitopol-1851343940.html,STRATEGIC_AIRBASE,аэродром,взрыв,701404,Melitopol,Zaporizhzhya,Melitopol's'kyi,35.37288,46.842187,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Власти опровергли информацию о взрывах на аэродроме под Мелитополем,MACHINE_NONCANDIDATE,FALSE
340203,20230211,1,1795723,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
340205,20230212,1,116643,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
35981,20230212,1,1645421,liga,https://news.liga.net/politics/news/v-kahovke-i-oleshkah-unichtojili-sklady-boepripasov-gsm-i-dve-lodki-rossiyan-vsu,AMMUNITION_ARSENAL,склады боеприпас,уничтож,691037,Oleshky,Kherson,Bilozers'kyi,32.722006,46.626143,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"В Каховке и Олешках уничтожили склады боеприпасов, ГСМ и две лодки россиян – ВСУ",MACHINE_NONCANDIDATE,FALSE
340206,20230213,1,116887,liveuamap,https://t.me/info_zp/28379,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.29976,46.87826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На авіабазі Мелітополь прогриміли численні вибухи,MACHINE_NONCANDIDATE,FALSE
