SourceEventID,VIINADate,ComponentID,ManualDecision,CanonicalEventDate,CountryScope,TargetOrEvent,TargetID,NodeID,Sector,PhysicalAttackStatus,ActorClaim,AttributionStatus,DedupeStatus,ScoringEligibility,DecisionReason,CandidateCensusComplete
349626,20241013,PARENT,SPLIT_REQUIRED,,MIXED,Weekly roundup 7-13 October 2024,,,,,COMPOSITE,COMPOSITE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_YET_ASSESSED,Full article contains occupied-Ukraine events three qualifying Russia-proper strike components interception-only reports and an unrelated gas-station accident; split before counting,FALSE
349626,20241013,CR1,EXCLUDE_CRIMEA_SCOPE,2024-10-07,CRIMEA_SEVASTOPOL,Feodosia marine oil terminal,,,,CONFIRMED_PHYSICAL_HIT,UKRAINIAN_DEFENCE_FORCES_REPORTED,UKRAINIAN_ATTRIBUTION_REPORTED,LINK_FEODOSIA_20241007,NOT_ELIGIBLE_RUSSIA_PROPER,Same Feodosia event outside Russia-proper scope,FALSE
349626,20241013,UA1,EXCLUDE_OUTSIDE_RUSSIA_PROPER,2024-10-12,UKRAINE_OCCUPIED_OTHER,Rovenky fuel and lubricant depot Luhansk Oblast,,,,CONFIRMED_PHYSICAL_HIT,UKRAINIAN_FORCES_REPORTED,UKRAINIAN_ATTRIBUTION_REPORTED,NOT_APPLICABLE,NOT_ELIGIBLE_RUSSIA_PROPER,Target lies in occupied Luhansk Oblast Ukraine,FALSE
349626,20241013,UA2,EXCLUDE_OUTSIDE_RUSSIA_PROPER_NON_DEEP,2024-10-12,UKRAINE_OCCUPIED_OTHER,Russian BRDM near Novokaterynivka Donetsk Oblast,,,,CONFIRMED_SABOTAGE,ATESH_AGENT_REPORTED,ANTI_OCCUPATION_ATTRIBUTION_REPORTED,NOT_APPLICABLE,NOT_ELIGIBLE_RUSSIA_PROPER,Target lies in occupied Donetsk Oblast and is an individual vehicle rather than qualifying Russia-proper infrastructure,FALSE
349626,20241013,RU1,INCLUDE_RUSSIA_PROPER,2024-10-09,RUSSIA_PROPER,67th GRAU arsenal Bryansk Oblast,TGT_RU_67_GRAU_ARSENAL_BRYANSK_20241009,NODE_RU_67_GRAU_ARSENAL_BRYANSK,AMMUNITION_ARSENAL,CONFIRMED_DETONATIONS_AFTER_STRIKE,UKRAINIAN_DEFENCE_FORCES_REPORTED,UKRAINIAN_ATTRIBUTION_REPORTED,PENDING_CROSS_ROW,CENSUS_CANDIDATE_ONLY,General Staff reported a strike on the 67th GRAU arsenal storing missile/artillery munitions guided bombs and North Korean ammunition; Russian emergency authorities reported detonations in the district,FALSE
349626,20241013,RU2,LINK_RUSSIA_COMPONENT_TO_EXISTING_CANDIDATE,2024-10-09,RUSSIA_PROPER,Shahed UAV storage base near Oktyabrsky Krasnodar Krai,TGT_RU_OKTYABRSKY_SHAHED_STORAGE_20241009,NODE_RU_OKTYABRSKY_SHAHED_STORAGE,MILITARY_LOGISTICS,CONFIRMED_PHYSICAL_HIT,UKRAINIAN_DEFENCE_FORCES_REPORTED,UKRAINIAN_ATTRIBUTION_REPORTED,LINK_EXISTING_CANDIDATE,CENSUS_CANDIDATE_ONLY,Roundup repeats the already retained 9 October Shahed-storage strike with direct-hit and secondary-detonation reporting; no new event count,FALSE
349626,20241013,RU3,INCLUDE_RUSSIA_PROPER,2024-10-10,RUSSIA_PROPER,Khanskaya military airfield ammunition warehouse Adygea,TGT_RU_KHANSKAYA_AIRBASE_AMMO_20241010,NODE_RU_KHANSKAYA_AIRBASE,MILITARY_AIR_AMMUNITION,CONFIRMED_FIRE_AFTER_TARGETED_STRIKE,UKRAINIAN_SBU_HUR_SOF_REPORTED,UKRAINIAN_ATTRIBUTION_REPORTED,PENDING_CROSS_ROW,CENSUS_CANDIDATE_ONLY,General Staff reported a strike on an ammunition warehouse at Khanskaya airfield; a fire followed and the adjacent village was evacuated; damage extent remained under assessment,FALSE
349626,20241013,X1,EXCLUDE_INTERCEPTIONS_NO_CONFIRMED_TARGET_HIT,2024-10-08,RUSSIA_PROPER,Belgorod Oblast and Black Sea drone interceptions,,,,INTERCEPTIONS_REPORTED,UKRAINIAN_DRONES_ALLEGED,ATTRIBUTION_REPORTED_BY_RUSSIA,NOT_APPLICABLE,NOT_SCORING_EVENT,Interception claims without identified qualifying physical target hit,FALSE
349626,20241013,X2,EXCLUDE_INTERCEPTIONS_NO_CONFIRMED_TARGET_HIT,2024-10-09,RUSSIA_PROPER,Yeysk/Krasnodar and multiple oblast air-defence activity,,,,INTERCEPTIONS_REPORTED,UKRAINIAN_DRONES_ALLEGED,ATTRIBUTION_REPORTED_BY_RUSSIA,NOT_APPLICABLE,NOT_SCORING_EVENT,Air-defence activity and fragment damage do not establish a qualifying target hit beyond separately coded Oktyabrsky strike,FALSE
349626,20241013,X3,EXCLUDE_INTERCEPTIONS_NO_CONFIRMED_TARGET_HIT,2024-10-10,RUSSIA_PROPER,Multiple Russian oblast drone interceptions,,,,INTERCEPTIONS_REPORTED,UKRAINIAN_DRONES_ALLEGED,ATTRIBUTION_REPORTED_BY_RUSSIA,NOT_APPLICABLE,NOT_SCORING_EVENT,Interception-only reporting with no additional identified qualifying target hit,FALSE
349626,20241013,X4,EXCLUDE_INTERCEPTIONS_NO_CONFIRMED_TARGET_HIT,2024-10-11,RUSSIA_PROPER,Rostov Belgorod Bryansk Kursk drone interceptions,,,,INTERCEPTIONS_REPORTED,UKRAINIAN_DRONES_ALLEGED,ATTRIBUTION_REPORTED_BY_RUSSIA,NOT_APPLICABLE,NOT_SCORING_EVENT,No additional physical target hit established,FALSE
349626,20241013,X5,EXCLUDE_ACCIDENT_NON_ATTACK,2024-10-12,RUSSIA_PROPER,Grozny gas-station tank explosion,,,,ACCIDENTAL_EXPLOSION_REPORTED,NO_ATTACK_ATTRIBUTION,UNKNOWN,NOT_APPLICABLE,NOT_SCORING_EVENT,Gas-station explosion with accident-related cause reporting; no attack evidence,FALSE
349626,20241013,X6,EXCLUDE_INTERCEPTIONS_NO_CONFIRMED_TARGET_HIT,2024-10-13,RUSSIA_PROPER,Belgorod Kursk Bryansk drone interceptions,,,,INTERCEPTIONS_REPORTED,UKRAINIAN_DRONES_ALLEGED,ATTRIBUTION_REPORTED_BY_RUSSIA,NOT_APPLICABLE,NOT_SCORING_EVENT,Interception-only reports with no qualifying physical target hit,FALSE
