event_id_1pd,date,R5PriorityV3,sources_matching,source_urls,asciiname,ADM1_NAME,ADM2_NAME,location_method,nearest_ru_distance_km,nearest_ru_name,a_ukr,a_rus_init,a_rus,ua_actor_text_terms,target_classes,target_terms,attack_terms,text_excerpt
195169,20220318,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://twitter.com/UAWeapons/status/1504871492294746117,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,Україн,STRATEGIC_AIRBASE,авіабаз,безпілот|удар,"Новий монтаж кліпів з безпілотників ТБ-2 ВПС України, як спостереження артилерійського обстрілу на Херсонській авіабазі кілька днів тому, так і неуточнені/старіші кадри ударів артилерії та безпілотників по російським конвоям"
326848,20220319,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,militarnyy,https://mil.in.ua/uk/news/spilnota-kiberboroshno-vyyavyla-urazhennya-infrastruktury-naftoprovodu-druzhba-v-rosiyi/,Druzhba,Donets'k,Kostiantynivs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Druzhba,1,1,1,Україн,PIPELINE_PUMPING,нафтопров,пошкодж|удар,"Спільнота “Кіберборошно” виявила ураження інфраструктури нафтопроводу “Дружба” в Росії. Українським ударом була пошкоджена інфраструктура нафтопроводу «Дружба» в Росії. Спільнота «Кіберборошно» з супутникових знімків виявила, що під..."
30720,20220321,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,meduza,https://t.me/milinfolive/79261,Vesely,Donets'k,Kramators'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Vesely,0,,0,украин,STRATEGIC_AIRBASE,аэродром,удар,"Авиаудар по району аэродрома Краматорска, где находится штаб украинской группировки в Донбассе."
81800,20220403,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ntv,https://www.ntv.ru/novosti/2700046/,Poltava,Poltava,Poltavs'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Poltava,0,,0,ВСУ,STRATEGIC_AIRBASE,аэродром,ракет|уничтож,"Минобороны РФ сообщило об уничтожении двух аэродромов ВСУ — Специальная военная операция России ВС РФ высокоточными ракетами воздушного базирования вывели из строя два военных аэродрома ВСУ в Полтаве и Днепропетровске, сообщил официальный представитель Минобороны России Игорь Конашенков."
102386,20220409,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ng,https://www.ng.ru/news/736439.html,Novomoskovsk,Dnipropetrovs'k,Novomoskovs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Novomoskovsk,0,,0,ВСУ,AMMUNITION_ARSENAL,склад боеприпас,уничтож,ВС РФ уничтожили крупный склад боеприпасов ВСУ около Новомосковска
289654,20220425,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,nv,https://nv.ua/ukr/ukraine/events/u-bahmuti-za-dobu-znishchili-bagato-okupantiv-ta-skladiv-z-boyepripasami-50320100.html,Bakhmut,Donets'k,Artemivs'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Bakhmut,0,,0,Сили оборон,AMMUNITION_ARSENAL,склади боєприпас,знищ,У Бахмуті за добу Сили оборони знищили 175 окупантів і чотири склади боєприпасів
195646,20220426,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/04/26/7342105/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ|україн,AMMUNITION_ARSENAL,склад з боєприпасами. У районі Великої Олександрівки Херсонської області українські військові знищили склад з боєприпас,знищ,Зведення Генштабу: На Херсонщині ЗСУ знищили 70 окупантів і склад з боєприпасами. У районі Великої Олександрівки Херсонської області українські військові знищили склад з боєприпасами та вбили 70 росіян (точна кількість загиблих уточнюється).
62143,20220429,H3_UA_ACTOR_NO_CLEAR_UA_GEO,militarnyy,https://mil.in.ua/uk/news/bezpilotnyk-pidirvav-naftobazu-u-sevastopoli/,Sevastopol,Sevastopol',Lenins'kyi,REVIEW_DISPUTED_CRIMEA,,,0,,0,україн,FUEL_STORAGE_TERMINAL,нафтобаз,Безпілот|пожеж,"Безпілотник підірвав нафтобазу у Севастополі. В окупованому Севастополі горить нафтобаза біля Козачої бухти. За оцінками окупаційної адміністрації українського міста площа пожежі - 1000 кв. ... || Безпілотник підірвав нафтобазу у Севастополі. В окупованому Севастополі горить нафтобаза біля Козачої бухти. За оцінками окупаційної адміністрації українського міста, площа пожежі - 1000 кв...."
81921,20220513,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ntv,https://www.ntv.ru/novosti/2705567/,Poltava,Poltava,Poltavs'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Poltava,0,,0,ВСУ,DEFENSE_INDUSTRY|REFINING_PETROCHEM_GAS,военная операция России В Полтавской области высокоточным оружием уничтожены производственные мощности нефтеперерабатывающего завод|нефтеперерабат,удар|уничтож,МО РФ: российская армия нанесла удар по заводу и резервуарам с топливом для ВСУ под Полтавой — Специальная военная операция России В Полтавской области высокоточным оружием уничтожены производственные мощности нефтеперерабатывающего завода и резервуары с топливом для ВСУ. Об этом сообщил официальный представитель Минобороны РФ Игорь Конашенков.
85815,20220517,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/hueviykharkov/60325,Peski,Kharkiv,Iziums'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Peski,0,,0,Збройн|Україн,AMMUNITION_ARSENAL,склади російських боєприпас,знищ,Збройні сили України знищили склади російських боєприпасів поблизу Ізюма та на Херсонщині
195929,20220518,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/UkraineNow/11817,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,Україн,STRATEGIC_AIRBASE,аеродром,удар,"Українська авіація та артилерія завдали 100 ударів по позиціях Росії в Херсонській області, в тому числі по аеродромі Чорнобаївка"
196171,20220608,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/lumsrc/1710,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ|Україн,AMMUNITION_ARSENAL,арсенал,удар,"Українські гелікоптери завдали авіаударів по зборах російських військ у Херсонській області, а військові літаки – по арсеналах боєприпасів у Миколаївській області, – йдеться у ранковому звіті Генштабу ЗСУ."
256059,20220614,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ria,https://ria.ru/20220614/kalibr-1795145056.html,Chernihiv,Chernihiv,Chernihivs'ka,REVIEW_COORDINATE_NEAR_RU,16.908,Snov,0,,0,украин,AMMUNITION_ARSENAL,арсенал,Ракет|уничтож,"Ракеты """"""""""""""""Калибр"""""""""""""""" уничтожили арсенал украинских войск в Черниговской области"
102406,20220619,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,interfaxua,https://interfax.com.ua/news/general/840164.html,Novomoskovsk,Dnipropetrovs'k,Novomoskovs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Novomoskovsk,1,,0,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,"Внаслідок обстрілу нафтобази в Новомосковському районі вибухнув резервуар із паливом, постраждали 13 осіб"
196496,20220629,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,interfaxua,https://interfax.com.ua/news/general/842410.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,Україн,AMMUNITION_ARSENAL,склади боєприпас,знищ|удар,"Українські військові завдали удару по російських окупантах на кордоні Миколаївської та Херсонської областей, знищено 22 загарбників і два склади боєприпасів"
236555,20220702,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/lumsrc/2006,Donetsk,Donets'k,Donets'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Donetsk,0,,1,ЗСУ,REFINING_PETROCHEM_GAS,НПЗ,удар,"На Донецькому напрямку російські війська намагаються блокувати Лисичанськ і захопити трасу Лисичанськ-Бахмут. Російська артилерія обстріляла Лисичанськ, Верхньокам'янку та Сіверськ. Російська авіація завдала авіаудару поблизу Вовчоярівки. Тривають штурми Верхньокам'янки та Лисичанського НПЗ, – йдеться у ранковому звіті Генштабу ЗСУ."
329159,20220702,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,meduza,https://t.me/msgazdiev/970?single,Druzhba,Luhans'k,Popasnians'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Druzhba,1,,0,украин,AMMUNITION_ARSENAL,"склад селитры, украинские военные уверены, что уничтожили склад боеприпас",уничтож,"Большая воронка в поселке Дружба рядом с Попасной. Власти ЛНР сообщают, что украинский снаряд попал в склад селитры, украинские военные уверены, что уничтожили склад боеприпасов."
196584,20220706,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,espreso,https://espreso.tv/partizani-znishchili-vorozhiy-sklad-boepripasiv-u-khersoni-i-zapisali-poslannya-okupantam-tsaplienko,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,,AMMUNITION_ARSENAL,склад боєприпас,знищ,Партизани знищили ворожий склад боєприпасів у Херсоні і записали послання окупантам
196688,20220712,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/07/12/7357745/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ,AMMUNITION_ARSENAL,складів у Новій Каховці ЗСУ завдали удару по Чарівному на Херсонщині. Після ураження складів із боєприпасами у Новій Каховці 11 липня було завдано удару по російському склад боє...,удар,Після ураження складів у Новій Каховці ЗСУ завдали удару по Чарівному на Херсонщині. Після ураження складів із боєприпасами у Новій Каховці 11 липня було завдано удару по російському склад боєприпасів в Чарівному Херсонської області.
196824,20220721,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,unian,https://www.unian.ua/war/zsu-znishchili-komandniy-punkt-rf-i-shist-skladiv-boyepripasiv-v-hersonskiy-oblasti-novini-vtorgnennya-rosiji-v-ukrajinu-11910972.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ,AMMUNITION_ARSENAL,складів боєприпас,знищ,ЗСУ знищили командний пункт росіян і шість складів боєприпасів в Херсонській області
196993,20220729,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,nv,https://nv.ua/ukr/ukraine/events/v-hersonskiy-oblasti-za-dobu-znishchili-chotiri-skladi-okupantiv-novini-ukrajini-50259657.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,ЗСУ,AMMUNITION_ARSENAL,склади боєприпас,знищ,ЗСУ знищили чотири ворожих склади боєприпасів в Херсонській області
197115,20220805,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/08/5/7361939/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ,AMMUNITION_ARSENAL,склад боєприпасів в Херсоні. ЗСУ знищили три склади з боєприпас,знищ,"ЗСУ знищили російський склад боєприпасів в Херсоні. ЗСУ знищили три склади з боєприпасами в Херсоні, Придніпровському та Токарівці."
197132,20220806,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,interfaxua,https://interfax.com.ua/news/general/850998.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,1,Україн,AMMUNITION_ARSENAL,склад боєприпас,знищ|удар,"Українські підрозділи завдали ударів на Херсонському та Донецькому напрямках, знищено 30 окупантів і склад боєприпасів"
197202,20220812,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,nv,https://nv.ua/ukr/ukraine/events/u-hersonskiy-oblasti-znishchili-sklad-boyepripasiv-novini-ukrajini-50262757.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,ЗСУ,AMMUNITION_ARSENAL,склад боєприпас,знищ,ЗСУ знищили ворожий склад боєприпасів у Херсонській області — ОК Південь
37858,20220820,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,nv,https://nv.ua/ukr/world/countries/nastup-zsu-na-tokmak-i-robotine-mapa-boyovih-diy-20-serpnya-2023-novini-ukrajini-50347575.html,Tokmak,Zaporizhzhya,Tokmats'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Tokmak,0,,0,ЗСУ,STRATEGIC_AIRBASE,авіабаз,удар,"Що означають дані про прорив ЗСУ в напрямку Токмака і які літаки РФ міг пошкодити удар по авіабазі Сольці - ISW || Що означають дані про прорив ЗСУ в напрямку Токмаку, і які літаки РФ міг пошкодити удар по авіабазі Сольці — ISW"
197329,20220823,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,nv,https://nv.ua/ukr/ukraine/events/u-hersonskiy-oblasti-znishcheno-vorozhi-skladi-ta-komandni-punkti-novini-ukrajini-50265081.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,ЗСУ,AMMUNITION_ARSENAL,склади боєприпас,знищ,У Херсонській області ЗСУ знищили ворожі склади боєприпасів та командні пункти — ОК Південь
197535,20220902,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/09/2/7365759/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,0,ЗСУ,AMMUNITION_ARSENAL,складів і вдарили по переправі. ЗСУ на півдні знищили 5 російських складів боєприпас,безпілот|знищ,"ОК """"Південь"""": ЗСУ знищили п'ять російських складів і вдарили по переправі. ЗСУ на півдні знищили 5 російських складів боєприпасів в Баштанському, Бериславському та Херсонському районах, також уражені пункт управління безпілотниками в районі Правдиного та поромна переправа біля Козацького."
104867,20220908,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/lumsrc/2695,Novo-Arkhangel'skoye,Kherson,Novovorontsovs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Novo-Arkhangel'skoye,0,,0,ЗСУ|Україн,AMMUNITION_ARSENAL,складах боєприпас,удар,"Українська авіація завдала 27 авіаударів по російських базах, складах боєприпасів, командних пунктах і скупченнях військ і техніки, - йдеться в ранковому зведенні Генштабу ЗСУ."
222625,20220910,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,meduza,https://twitter.com/bayraktar_1love/status/1568878637415559169,Kakhovka,Kherson,Beryslavs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Kakhovka,1,,0,,AMMUNITION_ARSENAL,"складу боеприпасов) в районе завода «Чумак» в Каховке (Херсонская область). Сообщается, что детонация боеприпас",удар,"Ночной удар (как утверждается - по крупному российскому складу боеприпасов) в районе завода «Чумак» в Каховке (Херсонская область). Сообщается, что детонация боеприпасов продолжалась около 5 часов."
297831,20220911,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,liveuamap,https://t.me/lumsrc/2735,Andreyevskiye,Kherson,Velykooleksandrivs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Andreyevskiye,0,,0,ЗСУ|Україн,AMMUNITION_ARSENAL,складах боєприпас,удар,"Українська авіація завдала 33 авіаудари по російських складах боєприпасів, техніці та пунктах збору військ, - йдеться в ранковому зведенні Генштабу ЗСУ"
218492,20221002,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,24tvua,https://24tv.ua/zsu-vidbili-ataku-voroga-kozachu-lopan-yaka-situatsiya-fronti_n2169564,Kozacha Lopan,Kharkiv,Derhachivs'kyi,REVIEW_COORDINATE_NEAR_RU,6.369,Krasnyy Khutor,0,,0,ЗСУ,AMMUNITION_ARSENAL,склади з боєприпас,атак,"ЗСУ відбили атаку ворога на Козачу Лопань, уразили 8 командних пунктів і 3 склади з боєприпасами"
348491,20221007,H3_UA_ACTOR_NO_CLEAR_UA_GEO,militarnyy|nv,https://mil.in.ua/uk/news/naftobazu-u-feodosiyi-urazyly-raketni-vijska-zsu/|https://mil.in.ua/uk/news/u-feodosiyi-pislya-nichnoyi-ataky-droniv-zagorilasya-naftobaza/|https://nv.ua/ukr/ukraine/events/pozhezha-u-feodosiji-7-zhovtnya-pislya-ataki-bezpilotnikiv-gorit-naftobaza-shcho-vidomo-50456351.h...,,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,ЗСУ|Збройн|Україн,FUEL_STORAGE_TERMINAL|PORT_EXPORT_LOGISTICS,Нафтобаз|морський нафтовий термінал|нафтобаз|нафтовий термінал,атак|дрон|ракет,У Феодосії після нічної атаки дронів загорілася нафтобаза. У Феодосії в тимчасово окупованому Криму вночі 7 жовтня загорілася нафтобаза. Про це повідомляють телеграм-канали і публікують відео від очевидц... || В окупованій Феодосії горить нафтобаза після атаки дронів — відео || Нафтобазу у Феодосії уразили ракетні війська ЗСУ. Нафтобазу у Феодосії в тимчасово окупованому Криму вночі 7 жовтня уразили підрозділи ракетних військ Збройних Сил України у взаємодії з іншими скла...
198343,20221019,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/10/19/7372545/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,1,ЗСУ|Збройн|україн,AMMUNITION_ARSENAL,склади боєприпас,знищ,"Херсонщина: ворожа ДРГ намагалась обійти позиції ЗСУ біля Нової Кам’янки – ОВА. Російські диверсанти намагалася обійти українські позиції поблизу Нової Кам’янки в Херсонській області, але відступили, у Бериславському районі Збройні сили України знищили два склади боєприпасів і штурмовий літак Су-25."
198406,20221021,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,pravdaua,https://www.pravda.com.ua/news/2022/10/21/7372880/,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,1,,1,ЗСУ|україн,AMMUNITION_ARSENAL,"склади зброї. У Херсонській області ворожа авіація минулої доби завдала чотири удари неподалік сіл Нова Кам'янка й Трифонівка, а українські захисники знищили два склади боєприпас",знищ|удар,"Херсонщина: ворог із неба обстріляв два села, ЗСУ знищили два склади зброї. У Херсонській області ворожа авіація минулої доби завдала чотири удари неподалік сіл Нова Кам'янка й Трифонівка, а українські захисники знищили два склади боєприпасів російських окупантів."
174133,20221105,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ntv,https://www.ntv.ru/novosti/2731407/,Pokrovsk,Donets'k,Krasnoarmiis'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Pokrovsk,0,,0,украин,AMMUNITION_ARSENAL,складе — Специальная военная операция России Появились первые кадры с места взрывов на украинском складе боеприпас,взрыв,СМИ: в подконтрольном Киеву Красноармейске произошел взрыв на военном складе — Специальная военная операция России Появились первые кадры с места взрывов на украинском складе боеприпасов в Красноармейске (Покровске).
198770,20221105,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,interfaxua,https://interfax.com.ua/news/general/870269.html,Kherson,Kherson,Khersons'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Kherson,0,,0,Україн,AMMUNITION_ARSENAL,склади боєприпас,знищ,За добу на південному напрямку ЗС України знищили чотири зенітні та артилерійські установки та три склади боєприпасів противника у Бериславському та Херсонському районах
265757,20221113,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ria,https://ria.ru/20221113/spetsoperatsiya-1831164570.html,Cherkasy,Cherkasy,Cherkas'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Cherkasy,0,,0,украин,AMMUNITION_ARSENAL,арсенал,уничтож,Российская армия уничтожила в Черкасской области украинский арсенал
37948,20221202,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,ria,https://ria.ru/20221202/tokmak-1835894035.html,Tokmak,Zaporizhzhya,Tokmats'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Tokmak,0,,0,Украин,ENERGY_GRID_SUPPORT,подстанц,удар,Украинские войска нанесли удар по подстанции в запорожском Токмаке
308258,20221214,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,meduza,https://www.tiktok.com/@skala_battalion/video/7180613940668370181,Imeni Artema,Donets'k,Artemivs'kyi,REVIEW_NAME_ONLY_RU_SUPPORT,,Imeni Artema,0,,1,ВСУ,AMMUNITION_ARSENAL,складу боеприпас,удар,ВСУ нанесла удары по складу боеприпасов и расположению войск ЧВК Вагнера в Бахмуте.
291978,20221227,H1_RUSSIA_TARGET_TEXT,espreso,https://espreso.tv/podrobitsi-vibukhiv-na-aerodromi-engels-situatsiya-navkolo-bakhmuta-ta-yak-protidiyati-druzhbi-iranu-ta-rosii-kolonka-sergiya-zgurtsya,Bakhmut,Donets'k,Artemivs'ka,REVIEW_NAME_ONLY_RU_SUPPORT,,Bakhmut,0,,0,,STRATEGIC_AIRBASE,аеродром,вибух,"Подробиці вибухів на аеродромі """"Енгельс"""", ситуація навколо Бахмута та як протидіяти """"дружбі"""" Ірану та Росії. Колонка Сергія Згурця"
