event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2,ResidualAuditFlags,RussiaTextHitsAudit,PossibleCompositeAudit,PossibleOtherYearAudit
67924,20250824,1,2461309,liveuamap,https://t.me/GeneralStaffZSU/28142,STRATEGIC_AIRBASE,аеродром,знищ|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Генеральний Штаб Збройних Сил України: Силами та засобами ВМС ЗС України було знищено пункт базування БпЛА """"Форпост""""(""""Mohajer-6"""") на аеродромі Херсонес у м. Севастополі, на території тимчасово окупованого Криму. За результатами удару було уражено до трьох БпЛА Mohajer-6 та два БпЛА Форпост",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
67966,20250901,3,2530828|2533247,liga|pravdaua,https://news.liga.net/politics/news/sily-spetsoperatsii-unichtozhili-radiolokatsionnuyu-stantsiyu-rossiyan-na-voennom-aerodrome-v-krymu|https://www.pravda.com.ua/news/2025/09/1/7528735/,STRATEGIC_AIRBASE,аеродром|аэродром,знищ|уничтож,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Силы спецопераций уничтожили радиолокационную станцию россиян на военном аэродроме в Крыму || ССО знищили радіолокаційну станцію ворога на військовому аеродромі в Криму.,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
67969,20250902,2,2472097,pravdaua,https://www.pravda.com.ua/news/2025/09/1/7528735/,STRATEGIC_AIRBASE,аеродром,знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,ССО знищили радіолокаційну станцію ворога на військовому аеродромі в Криму.,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
38022,20250904,1,2521007,liveuamap,https://t.me/DIUkraine/6777,STRATEGIC_AIRBASE,аеродром,безпілот|удар,690764,Ukromnoye,Crimea,Simferopol's'kyi,33.98046,45.03416,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Українська військова розвідка підтвердила удари безпілотників по гелікоптерах на аеродромі в окупованому Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
257053,20250924,1,2522607,liveuamap,https://t.me/Crimeanwind/86628,STRATEGIC_AIRBASE,аеродром,Дрон|атак,707281,Kacha,Sevastopol',Nakhimovs'kyi,33.55895,44.78304,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Дрони атакують аеродром Кача,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68064,20250928,1,2497584,unian,https://www.unian.ua/war/viyna-v-ukrajini-ekspert-rozpoviv-pro-naslidki-udariv-po-aerodromu-kacha-13145154.html,STRATEGIC_AIRBASE,аеродром,Удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Удари по аеродрому """"Кача"""" в Криму змінили ситуацію на морі, - аналітик",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68063,20250928,1,2497587,unian,https://www.unian.ua/war/kacha-suputnikovi-znimki-pidtverdili-znishchennya-rosiyskih-litakiv-na-aerodromah-u-krimu-13145250.html,STRATEGIC_AIRBASE,аеродром,знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,Супутникові знімки підтвердили знищення російських літаків на аеродромах у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
311083,20251001,1,2523206,liveuamap,https://t.me/exilenova_plus/12704,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39246,45.06582,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,Пожежа на нафтобазі у Феодосії,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68076,20251002,1,2498863,unian,https://www.unian.ua/war/pletenchuk-povidomiv-chi-poznachilisya-ataki-po-rosiyskih-npz-na-armiji-rf-u-krimu-13149318.html,REFINING_PETROCHEM_GAS,НПЗ,атак,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Плетенчук повідомив, чи позначилися атаки по російських НПЗ на армії РФ у Криму",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68090,20251006,1,2531625,liga,https://news.liga.net/politics/news/vsu-porazili-zavod-po-proizvodstvu-vzryvchatki-v-dzerzhinske-i-neftyanoi-terminal-v-krymu,FUEL_STORAGE_TERMINAL,нефтяной терминал,взрыв,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Украина поразила завод по производству взрывчатки в Дзержинске и нефтяной терминал в Крыму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68089,20251006,1,2499832,unian,https://www.unian.ua/war/feodosiya-u-krimu-gorit-naftobaza-pislya-ataki-droniv-13153146.html,FUEL_STORAGE_TERMINAL,нафтобаз,атак|дрон|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,У Криму після атаки дронів спалахнула пожежа на найбільшій нафтобазі (відео),REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
72587,20251006,1,2499848,espreso,https://espreso.tv/viyna-z-rosiyeyu-v-okupovaniy-feodosii-palae-naftobaza-u-sevastopoli-evpatorii-ta-novofedorivtsi-lunali-vibukhi,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,694423,Sevastopol,Sevastopol',Lenins'kyi,33.52291,44.60105,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,"В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці вибухи, на АЗС відсутній бензин",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
72586,20251006,1,2499509,espreso,https://espreso.tv/viyna-z-rosiyeyu-v-okupovaniy-feodosii-palae-naftobaza-u-sevastopoli-evpatorii-ta-novofedorivtsi-lunali-vibukhi,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,694423,Sevastopol,Sevastopol',Lenins'kyi,33.52291,44.60105,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці лунали вибухи",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
311086,20251008,1,2523899,liveuamap,https://t.me/exilenova_plus/12882,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж|атак|дрон,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39151,45.06855,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Пожежа на нафтобазі у Феодосії після ймовірної атаки дрона,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68102,20251013,1,2502441,espreso,https://espreso.tv/viyna-z-rosiyeyu-ukrainski-droni-atakuvali-naftobazu-u-feodosii-ta-kilka-elektropidstantsiy-v-krimu-zmi,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нафтобаз|підстанц,атак|дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,Українські дрони атакували нафтобазу у Феодосії та кілька електропідстанцій в Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
311093,20251015,1,2524600,liveuamap,https://t.me/Crimeanwind/87826,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нафтобаз|підстанц,Дрон|атак,712050,Blizhneye,Crimea,Feodosiis'ka,35.31581,45.07612,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Дрони атакували кілька підстанцій та нафтобазу в окупованому Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
290389,20251015,1,2524635,liveuamap,https://t.me/Crimeanwind/87820,ENERGY_GRID_SUPPORT,підстанц,Пожеж,710141,Denisovka,Crimea,Simferopol's'kyi,34.2107,44.92606,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Пожежа поблизу Сімферополя виникла на електропідстанції, а не на електростанції",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
68107,20251016,1,2503445,espreso,https://espreso.tv/poglyad-benzinoviy-kolaps-u-krimu-udari-po-feodosiyskiy-naftobazi-obgruntovana-viyskova-strategiya-zsu,FUEL_STORAGE_TERMINAL,нафтобаз,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,Бензиновий колапс у Криму: удари по Феодосійській нафтобазі — обґрунтована військова стратегія ЗСУ,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68110,20251017,1,2531886,liga,https://news.liga.net/politics/news/v-krymu-pereboi-so-svetom-povrezhdeny-elektropodstantsii-gorit-i-neftebaza-video,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нефтебаз|подстанц,поврежд,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,В Крыму перебои со светом – повреждены электроподстанции. Горит и нефтебаза – видео,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68112,20251017,1,2503786,unian,https://www.unian.ua/war/v-krimu-progrimili-vibuhi-shcho-vidomo-video-13165512.html,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,"В Криму прогриміли вибухи: палає нафтобаза, видно стовпи диму (відео)",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
359208,20251019,1,2525026,liveuamap,https://t.me/zaporizka_sish/84234,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|удар,7037622,Kar'yernoye,Crimea,Saks'kyi,33.60053,45.2965,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Сили спеціальних операцій підтвердили удари дронами FP-2 по нафтобазі та ФДКУ комбіната Гвардійський в Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
