event_id_1pd,date,n_reports_viina,raw_reports_matching,event_ids_matching,sources_matching,source_urls,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,GEO_PRECISION,raw_geonameids,raw_places,raw_ADM1,raw_ADM2,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,t_mil_field,t_mil,t_uav_field,t_uav,t_airstrike_field,t_airstrike,t_artillery_field,t_artillery,t_property_field,t_property,t_raid_field,t_raid,target_class_auto,matched_target_terms,matched_attack_terms,representative_text,ukrainian_initiator_gate,russia_location_gate,russia_location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,study_period_gate,manual_review_required,candidate_status,ReviewDecisionAuto,DecisionReason,EventGate,EventGateReason,LocationEvidence,TextGeoConflict,SplitRequired,RelatedEventID,DecisionConfidence,PriorityGroup,ManualDecisionRequired
373693,20250822,1,1,2532920,pravdaua,https://www.pravda.com.ua/news/2025/08/22/7527313/,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,ADM3,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,0,PIPELINE_PUMPING,нафтопров,атак|дрон,"Сійярто знову скаржиться, що нафтопровід """"Дружба"""" не працює. Роботу астраханського порту """"Оля"""" паралізовано вже тиждень після атаки українських дронів в ніч на 15 серпня.",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,RUSSIAN_REGION_LOCATION_TEXT+EVENT_GATE_UNCERTAIN,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,RUSSIAN_REGION_LOCATION_TEXT,TRUE,FALSE,,MEDIUM,2_PROMOTE_RUSSIA,TRUE
90778,20250912,1,1,2531042,liga,https://news.liga.net/politics/news/drony-sbu-porazili-klyuchevoi-eksportnyi-port-v-rossii-primorsk-istochniki,696292,Prymorsk,Zaporizhzhya,Prymors'kyi,36.36642,46.71265,ADM3,696292,Prymorsk,Zaporizhzhya,Prymors'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,PORT_EXPORT_LOGISTICS,порт,Дрон,"Дроны СБУ поразили ключевой экспортный порт в России """"Приморск"""" – источник",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Prymorsk,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,EXPLICIT_RUSSIA_LOCATION_TEXT+FRESH_ATTACK,PASS,FRESH_ATTACK_WORDING,EXPLICIT_RUSSIA_LOCATION_TEXT,TRUE,FALSE,,HIGH,2_PROMOTE_RUSSIA,TRUE
416511,20260215,1,1,3412372,militarnyy,https://militarnyi.com/uk/news/drony-urazyly-port-taman/,10347886,Volna,Mykolayiv,Kazanetskyi,32.9682,47.57704,ADM3,10347886,Volna,Mykolayiv,Kazanetskyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,PORT_EXPORT_LOGISTICS,порт,Дрон|Удар|атак,"Дрони уразили порт Тамань. Загорівся резервуар. Ударні дрони атакували головний нафтогазовий комплекс у селищі Волна Краснодарського краю. Про атаку та її наслідки повідомив оперативний штаб регіону. ​Згідно з офіційними даними, спалахнув один із резервуарів із нафтопродуктами. Російські ...",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Volna,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,RUSSIAN_REGION_LOCATION_TEXT+FRESH_ATTACK,PASS,FRESH_ATTACK_WORDING,RUSSIAN_REGION_LOCATION_TEXT,TRUE,FALSE,,HIGH,2_PROMOTE_RUSSIA,TRUE
416512,20260216,1,1,2991329,liveuamap,https://t.me/supernova_plus/48273,10347886,Volna,Mykolayiv,Kazanetskyi,32.9682,47.57704,ADM3,10347886,Volna,Mykolayiv,Kazanetskyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|удар,"У селі Волна Краснодарського краю, як повідомляється, загорілася нафтобаза внаслідок удару дрона.",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Volna,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,RUSSIAN_REGION_LOCATION_TEXT+EVENT_GATE_UNCERTAIN,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,RUSSIAN_REGION_LOCATION_TEXT,TRUE,FALSE,,MEDIUM,2_PROMOTE_RUSSIA,TRUE
274548,20260314,1,1,3412602,militarnyy,https://militarnyi.com/uk/news/drony-atakuvaly-port-kavkaz-u-krasnodarskomu-krayi-tse-p-yatyj-za-vantazhoobigom-port-rf/,706610,Kavkaz,Mykolayiv,Bereznehuvats'kyi,33.06957,47.28861,ADM3,706610,Kavkaz,Mykolayiv,Bereznehuvats'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL|PORT_EXPORT_LOGISTICS,нафтобаз|порт,Дрон|Удар|атак|безпілот|пошкодж,"Дрони атакували порт «Кавказ» у Краснодарському краї: це п’ятий за вантажообігом порт РФ. Ударні дрони атакували порт «Кавказ» у Темрюкському районі Краснодарського краю, де розташована нафтобаза. Про це повідомляє Оперативный штаб – Краснодарский край. За інформацією російського джерела, через падіння уламків безпілотників пошкоджен...",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kavkaz,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,RUSSIAN_REGION_LOCATION_TEXT+FRESH_ATTACK,PASS,FRESH_ATTACK_WORDING,RUSSIAN_REGION_LOCATION_TEXT,TRUE,FALSE,,HIGH,2_PROMOTE_RUSSIA,TRUE
378387,20260316,1,1,3412618,militarnyy,https://militarnyi.com/uk/news/urazyly-naftobazu-v-misti-labinsk-na-kubani/,809452,Kuban,Luhans'k,Novopskovs'kyi,39.02962,49.65099,ADM3,809452,Kuban,Luhans'k,Novopskovs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|пожеж|удар,"Сили оборони України уразили нафтобазу в місті Лабінск на Кубані. Українські ударні дрони уразили нафтобазу в місті Лабінск Краснодарського краю Росії. Це підтверджує Telegram-канал «Оперативный штаб — Краснодарский край», а відео і фото опублікував Exilenova+. На кадрах видно масштабну пожежу на декількох...",TRUE,UNCERTAIN,REVIEW_COORDINATE_NEAR_RU,19.686,11682238,Balka Karayashnik,TRUE,TRUE,REVIEW_COORDINATE_NEAR_RU,PROMOTE_RUSSIA,RUSSIAN_REGION_LOCATION_TEXT+FRESH_ATTACK,PASS,FRESH_ATTACK_WORDING,RUSSIAN_REGION_LOCATION_TEXT,UNCERTAIN,FALSE,,HIGH,2_PROMOTE_RUSSIA,TRUE
403217,20260330,1,1,3267494,meduza,https://meduza.io/feature/2026/03/30/voyna,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,ADM3,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,1,t_property_b,1,t_raid_b,1,PIPELINE_PUMPING,нефтепровод,атак|беспилот,"По подсчетам агентства Reuters, в конце марта в России были остановлены как минимум 40% экспортных мощностей по нефти — из-за атак украинских беспилотников, задержаний российских танкеров и прерванного с января транзита по нефтепроводу «Дружба».",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,PROMOTE_RUSSIA,EXPLICIT_RUSSIA_LOCATION_TEXT+EVENT_GATE_UNCERTAIN,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,EXPLICIT_RUSSIA_LOCATION_TEXT,TRUE,FALSE,,MEDIUM,2_PROMOTE_RUSSIA,TRUE
378395,20260628,1,1,3888623,liga,https://news.liga.net/politics/news/v-rossii-atakovan-kuban-pozhar-na-npz-fiksiruyut-sputniki,809452,Kuban,Luhans'k,Novopskovs'kyi,39.02962,49.65099,ADM3,809452,Kuban,Luhans'k,Novopskovs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,0,REFINING_PETROCHEM_GAS,НПЗ,атак|пожар,обновлено В России атакована Кубань – пожары на НПЗ и не только фиксируют спутники,TRUE,UNCERTAIN,REVIEW_COORDINATE_NEAR_RU,19.686,11682238,Balka Karayashnik,TRUE,TRUE,REVIEW_COORDINATE_NEAR_RU,PROMOTE_RUSSIA,EXPLICIT_RUSSIA_LOCATION_TEXT+EVENT_GATE_UNCERTAIN,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,EXPLICIT_RUSSIA_LOCATION_TEXT,UNCERTAIN,FALSE,,MEDIUM,2_PROMOTE_RUSSIA,TRUE
67742,20250516,1,1,2352103,unian,https://www.unian.ua/war/krim-pid-atakoyu-gorit-sklad-boyepripasiv-pracyuye-ppo-13009881.html,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,AMMUNITION_ARSENAL|STRATEGIC_AIRBASE,аеродром|склад боєприпас,атак|вибух,"У Криму прогриміли гучні вибухи: під атакою аеродроми, палає склад боєприпасів (відео)",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
67966,20250901,3,2,2530828|2533247,liga|pravdaua,https://news.liga.net/politics/news/sily-spetsoperatsii-unichtozhili-radiolokatsionnuyu-stantsiyu-rossiyan-na-voennom-aerodrome-v-krymu|https://www.pravda.com.ua/news/2025/09/1/7528735/,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,STRATEGIC_AIRBASE,аеродром|аэродром,знищ|уничтож,Силы спецопераций уничтожили радиолокационную станцию россиян на военном аэродроме в Крыму || ССО знищили радіолокаційну станцію ворога на військовому аеродромі в Криму.,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
38022,20250904,1,1,2521007,liveuamap,https://t.me/DIUkraine/6777,690764,Ukromnoye,Crimea,Simferopol's'kyi,33.98046,45.03416,ADM3,690764,Ukromnoye,Crimea,Simferopol's'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,STRATEGIC_AIRBASE,аеродром,безпілот|удар,Українська військова розвідка підтвердила удари безпілотників по гелікоптерах на аеродромі в окупованому Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
257053,20250924,1,1,2522607,liveuamap,https://t.me/Crimeanwind/86628,707281,Kacha,Sevastopol',Nakhimovs'kyi,33.55895,44.78304,ADM3,707281,Kacha,Sevastopol',Nakhimovs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,1,STRATEGIC_AIRBASE,аеродром,Дрон|атак,Дрони атакують аеродром Кача,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
257054,20250925,1,1,2522741,liveuamap,https://t.me/Crimeanwind/86628,707281,Kacha,Sevastopol',Nakhimovs'kyi,33.55895,44.78304,ADM3,707281,Kacha,Sevastopol',Nakhimovs'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,1,STRATEGIC_AIRBASE,аеродром,Дрон|атак,Дрони атакують аеродром Кача,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68090,20251006,1,1,2531625,liga,https://news.liga.net/politics/news/vsu-porazili-zavod-po-proizvodstvu-vzryvchatki-v-dzerzhinske-i-neftyanoi-terminal-v-krymu,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нефтяной терминал,взрыв,Украина поразила завод по производству взрывчатки в Дзержинске и нефтяной терминал в Крыму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
