event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete
184429,20250301,1,2276720,liveuamap,https://t.me/GeneralStaffZSU/21439,REFINING_PETROCHEM_GAS|STRATEGIC_AIRBASE,аеродром|нафтоперероб,удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52914,50.44426,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб Збройних сил України повідомляє про удари по аеродромах Саки і Кача в окупованому Криму та нафтопереробному заводі Туапси в Краснодарському краї,MACHINE_NONCANDIDATE,FALSE
73360,20250301,1,2276776,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,694677,Selydove,Donets'k,Novohrodivs'ka,37.30854,48.14859,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,MACHINE_NONCANDIDATE,FALSE
81839,20250301,1,2276777,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,695094,Ruttschenkowo,Donets'k,Donets'ka,37.67529,47.95508,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,MACHINE_NONCANDIDATE,FALSE
73361,20250302,1,2276831,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,694677,Selydove,Donets'k,Novohrodivs'ka,37.30854,48.14859,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,REVIEW,FALSE
81845,20250302,1,2276832,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,695094,Ruttschenkowo,Donets'k,Donets'ka,37.67529,47.95508,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,REVIEW,FALSE
73362,20250303,1,2277006,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,694677,Selydove,Donets'k,Novohrodivs'ka,37.30854,48.14859,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,MACHINE_NONCANDIDATE,FALSE
81853,20250303,1,2277007,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,695094,Ruttschenkowo,Donets'k,Donets'ka,37.67529,47.95508,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,MACHINE_NONCANDIDATE,FALSE
184456,20250304,2,2452815,meduza,https://meduza.io/feature/2025/03/04/voyna,STRATEGIC_AIRBASE,аэродром,атак,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.45044,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Но наиболее чувствительной потерей для Украины, считает The Economist, могла бы стать приостановка доступа к американским разведывательным данным — именно они позволяют ВСУ заранее иметь информацию об угрозах: вылетах российских самолетов, перегруппировках российских войск, новых логистических маршрутах российской армии; также на их основе ВСУ планируют атаки на военные аэродромы и склады внутри России. Однако, как пишет издание «РБК-Украина» со ссылкой на «источники в военно-политических кругах», пока США продолжают предоставлять Киеву разведданные.",MACHINE_NONCANDIDATE,FALSE
132875,20250304,1,2277178,liveuamap,https://t.me/rostov_glavniy/110625,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|удар,701104,Milove,Luhans'k,Milovs'kyi,40.13198,49.38516,STRICT,COORDINATE_RU_STRICT,0.578,810743,Proletarka,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,У місті Чортково Ростовської області внаслідок удару безпілотника загорілася нафтобаза,REVIEW,FALSE
132876,20250305,1,2277216,liveuamap,https://t.me/rostov_glavniy/110625,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|удар,701104,Milove,Luhans'k,Milovs'kyi,40.13198,49.38516,STRICT,COORDINATE_RU_STRICT,0.578,810743,Proletarka,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,FALSE,FALSE,У місті Чортково Ростовської області внаслідок удару безпілотника загорілася нафтобаза,REVIEW,FALSE
132877,20250306,1,2279305,liveuamap,https://t.me/rostov_glavniy/110625,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|удар,701104,Milove,Luhans'k,Milovs'kyi,40.13198,49.38516,STRICT,COORDINATE_RU_STRICT,0.578,810743,Proletarka,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,У місті Чортково Ростовської області внаслідок удару безпілотника загорілася нафтобаза,REVIEW,FALSE
373640,20250311,2,2284602,espreso,https://espreso.tv/svit-pitannya-suverenitetu-siyarto-zayaviv-shcho-cherez-ataku-ukraini-na-naftoprovid-druzhba-zupinilis-postavki-nafti-do-ugorshchini,PIPELINE_PUMPING,нафтопров,атак,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"""""Питання суверенітету"""": Сіярто заявив, що через атаку України на нафтопровід """"Дружба"""" зупинились поставки нафти до Угорщини",REVIEW,FALSE
111939,20250311,1,2285567,unian,https://www.unian.ua/war/odesa-rosiya-vdarila-balistikoyu-po-morskomu-portu-novini-odesi-12942402.html,PORT_EXPORT_LOGISTICS,порт,атак,698740,Odessa,Odessa,Odes'ka,30.73169,46.48421,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Росія атакувала балістикою Одеський порт: загинули моряки іноземного судна (фото),REVIEW,FALSE
373644,20250312,1,2284786,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"""""Дружба"""""""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE
373645,20250312,1,2284824,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"Дружба"""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE
218096,20250318,1,2291227,espreso,https://espreso.tv/viyna-z-rosiyeyu-rosiyska-armiya-dronami-znishchila-naftopererobniy-zavod-na-kharkivshchini,REFINING_PETROCHEM_GAS,нафтоперероб,дрон|знищ,705183,Slobozhans'ke,Kharkiv,Zmiïvs'kyi,36.50512,49.61494,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,FALSE,FALSE,Російська армія дронами знищила нафтопереробний завод на Харківщині,MACHINE_NONCANDIDATE,FALSE
193406,20250320,1,2293062,espreso,https://espreso.tv/viyna-z-rosiyeyu-rf-vnochi-spryamuvala-ponad-30-kabiv-na-kupyansk-e-zagibliy-i-poraneni,ENERGY_GRID_SUPPORT,підстанц,знищ,703656,Kupiansk,Kharkiv,Kupians'ka,37.61478,49.7108,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"РФ уночі спрямувала на Куп'янськ 31 КАБ: є загиблі й поранені, знищено електропідстанцію",MACHINE_NONCANDIDATE,FALSE
184698,20250321,2,2293273,liveuamap,https://t.me/GeneralStaffZSU/22192,AMMUNITION_ARSENAL|STRATEGIC_AIRBASE,"аеродром|складовими Сил оборони, у ніч на 20 березня завдали удару по аеродрому """"Енгельс"""" у Саратовській області РФ. В районі аеродрому зафіксовано пожежу, вибухи та вторинну детонацію боєприпас",вибух|пожеж|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.45044,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Генеральний Штаб Збройних Сил України: Підрозділи Сил спеціальних операцій Збройних Сил України, Служби безпеки України, у взаємодії з іншими складовими Сил оборони, у ніч на 20 березня завдали удару по аеродрому """"Енгельс"""" у Саратовській області РФ. В районі аеродрому зафіксовано пожежу, вибухи та вторинну детонацію боєприпасів",MACHINE_NONCANDIDATE,FALSE
184711,20250321,1,2293238,liveuamap,https://t.me/GeneralStaffZSU/22192,AMMUNITION_ARSENAL|STRATEGIC_AIRBASE,"аеродром|складовими Сил оборони, у ніч на 20 березня завдали удару по аеродрому """"""""Енгельс"""""""" у Саратовській області РФ. В районі аеродрому зафіксовано пожежу, вибухи та вторинну детонацію боєприпас",вибух|пожеж|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.47848,50.43956,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,"Генеральний Штаб Збройних Сил України: Підрозділи Сил спеціальних операцій Збройних Сил України, Служби безпеки України, у взаємодії з іншими складовими Сил оборони, у ніч на 20 березня завдали удару по аеродрому """"""""Енгельс"""""""" у Саратовській області РФ. В районі аеродрому зафіксовано пожежу, вибухи та вторинну детонацію боєприпасів",MACHINE_NONCANDIDATE,FALSE
67552,20250323,1,2296068,espreso,https://espreso.tv/viyna-z-rosiyeyu-u-rf-zayavili-pro-ataku-droniv-na-6-oblastey-ta-krim-vibukhi-lunali-bilya-npz-u-volgogradi,REFINING_PETROCHEM_GAS,НПЗ,атак|вибух|дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,FALSE,FALSE,У РФ заявили про атаку дронів на 6 областей та Крим: вибухи лунали біля НПЗ у Волгограді,REVIEW,FALSE
6376,20250325,1,2298132,espreso,https://espreso.tv/viyna-z-rosiyeyu-zavodi-peretvorilis-na-skladi-dlya-poshkodzhenoi-tekhniki-atesh-pro-situatsiyu-v-sudnobudivniy-galuzi-rf-u-krimu,MILITARY_REPAIR_SHIPYARD,суднобуд,пошкодж,687499,Zavody,Kharkiv,Iziums'kyi,37.07819,49.15037,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Zavody,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Заводи перетворились на склади для пошкодженої техніки: """"Атеш"""" про ситуацію в суднобудівній галузі РФ у Криму",REVIEW,FALSE
67557,20250325,1,2298133,espreso,https://espreso.tv/viyna-z-rosiyeyu-zavodi-peretvorilis-na-skladi-dlya-poshkodzhenoi-tekhniki-atesh-pro-situatsiyu-v-sudnobudivniy-galuzi-rf-u-krimu,MILITARY_REPAIR_SHIPYARD,суднобуд,пошкодж,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Заводи перетворились на склади для пошкодженої техніки: """"Атеш"""" про ситуацію в суднобудівній галузі РФ у Криму",REVIEW,FALSE
236201,20250410,1,2314367,espreso,https://espreso.tv/kryminal-sbu-zatrimala-agenta-rf-yakiy-planuvav-navesti-rosiyskiy-udar-na-odnu-z-klyuchovikh-elektropidstantsiy-u-khersoni,ENERGY_GRID_SUPPORT,підстанц,удар,706448,Kherson,Kherson,Khersons'ka,32.61496,46.64032,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"СБУ затримала агента РФ, який планував навести російський удар на одну з ключових електропідстанцій у Херсоні",REVIEW,FALSE
67651,20250425,5,2331508,unian,https://www.unian.ua/war/ataka-bezpilotnikiv-na-aerodromi-u-krimu-polkovnik-zapasu-ociniv-do-chogo-gotuyutsya-zsu-12989487.html,STRATEGIC_AIRBASE,аеродром,Атак|безпілот,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Атака безпілотників на аеродроми у Криму: полковник запасу оцінив, до чого готуються ЗСУ",REVIEW,FALSE
67700,20250502,1,2356582,pravdaua,https://www.pravda.com.ua/news/2025/05/2/7510185/,STRATEGIC_AIRBASE,аеродром,атак|вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,TRUE,"У Росії заявили про масовану атаку БпЛА на Крим: біля військових аеродромів лунали вибухи. Прем’єр-міністр Польщі Дональд Туск у своїй промові на 1 травня сказав, що Польща має стати """"регіональною потугою"""" і має для того усі передумови.",REVIEW,FALSE
