event_id_1pd,date,n_reports_viina,raw_reports_matching,event_ids_matching,sources_matching,source_urls,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,GEO_PRECISION,a_ukr,a_rus,t_mil,t_airstrike,t_artillery,t_property,t_raid,target_class_auto,matched_target_terms,matched_attack_terms,representative_text,russia_geonames_gate,study_period_gate,manual_review_required,candidate_status
348501,20221012,1,1,1894478,nv,https://nv.ua/ukr/ukraine/events/pozhezhu-na-naftobazi-u-feodosiji-ne-mozhut-zagasiti-shostiy-den-pospil-50457971.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтовий термінал,удар,Після удару Сил оборони. У Феодосії шостий день поспіль не можуть загасити найбільший нафтовий термінал Криму,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348502,20221012,1,1,1894489,nv,https://nv.ua/ukr/ukraine/events/pozhezha-na-naftobazi-u-feodosiji-osint-analitiki-pokazali-urazheni-cisterni-50458029.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Знищ|пожеж,Знищено вісім резервуарів. OSINT-аналітики показали наслідки масштабної пожежі на нафтобазі в Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348503,20221013,1,1,1894461,militarnyy,https://mil.in.ua/uk/news/pozhezha-na-naftobazi-u-feodosiyi-znyshhyla-8-naftovyh-rezervuariv/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж|знищ,"Пожежа на нафтобазі у Феодосії знищила 8 нафтових резервуарів. Російські екстрені служби завершили локалізацію пожежі на нафтобазі у Феодосії в тимчасово окупованому Криму.  Про це повідомляють OSINT-експерти...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
348533,20221117,1,1,1781673,liveuamap,https://t.me/breakingmash/39944,,,,,35.383911,45.026654,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,безпілот,Російські ЗМІ повідомляють про падіння безпілотника на підстанції під Феодосією,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348534,20221118,1,1,1781886,liveuamap,https://t.me/breakingmash/39944,,,,,35.383911,45.026654,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,безпілот,Російські ЗМІ повідомляють про падіння безпілотника на підстанції під Феодосією,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348550,20221205,3,1,785416,nv,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-rosiyan-u-feodosiji-u-gur-prokomentuvali-novini-ukrajini-50374022.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,ГУР про удар по нафтобазі окупантів у Феодосії: Продовження планової роботи,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348719,20230430,1,1,133460,liveuamap,https://t.me/shot_shot/50713,,,,,33.39621,44.58423,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот,"За даними російських ЗМІ, в нападі на нафтобазу в Севастополі брали участь 6 безпілотників, але 4 були збиті ППО",TRUE,TRUE,TRUE,DISCOVERY_ONLY
348720,20230501,1,1,133551,liveuamap,https://t.me/shot_shot/50713,,,,,33.39621,44.58423,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот,"За даними російських ЗМІ, в нападі на нафтобазу в Севастополі брали участь 6 безпілотників, але 4 були збиті ППО",TRUE,TRUE,TRUE,DISCOVERY_ONLY
348757,20230523,1,1,138310,liveuamap,https://t.me/readovkanews/59319,,,,,37.6029,55.7498,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,атак,Міністерство оборони Росії заявило про атаку на аеродром Дніпра вночі,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348762,20230524,3,1,138484,liveuamap,https://t.me/readovkanews/59319,,,,,35.58969,50.45576,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,атак,Міністерство оборони Росії заявило про атаку на аеродром Дніпра вночі,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348892,20230804,1,1,1648192,liga,https://news.liga.net/politics/news/vsu-podtverdili-udar-po-feodosii-tam-bolshoe-neftehranilische-dlya-chernomorskogo-flota,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтехранил,удар,ВСУ подтвердили удар по Феодосии. Там большое нефтехранилище для Черноморского флота,TRUE,TRUE,TRUE,DISCOVERY_ONLY
348894,20230805,1,1,1719680,unian,https://www.unian.ua/war/ekspert-poyasniv-chomu-vazhlivo-znishchiti-naftobazu-rosiyan-u-feodosiji-12352173.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,знищ,"Експерт пояснив, чому важливо знищити нафтобазу росіян у Феодосії",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349037,20231027,1,1,1635334,meduza,https://t.me/itsdonetsk/112481,,,,,38.1515,47.0623,ADM3,,,,,,,,AMMUNITION_ARSENAL,склада боеприпас,Взрыв,Взрыв российского склада боеприпасов в Седово между Мариуполем и российской границей.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349067,20231110,1,1,1683798,pravdaua,https://www.pravda.com.ua/news/2023/11/10/7428120/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,"Дрони ЗСУ атакували нафтобазу у Феодосії, уламки здетонували – ЗМІ.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349068,20231110,1,1,1722258,unian,https://www.unian.ua/war/bpla-u-feodosiji-u-misti-poshkodzhena-naftobaza-12452220.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак|дрон,"Вночі Феодосію атакували дрони: уламки впали на нафтобазу, - ЗМІ",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349118,20231205,2,1,1649740,liga,https://news.liga.net/politics/news/utrennie-vzryvy-v-feodosii-sbu-i-gur-udarili-po-neftyanomu-terminalu-rossiyan-istochnik,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтяному терминал,взрыв|удар,Утренние взрывы в Феодосии. СБУ и ГУР ударили по нефтяному терминалу россиян – источник,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349123,20231205,1,1,1684428,pravdaua,https://www.pravda.com.ua/news/2023/12/5/7431684/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак|безпілот,"Українські безпілотники атакували нафтобазу у Феодосії, але були збиті – росЗМІ. Віцепрем’єрка з європейської та євроатлантичної інтеграції Ольга Стефанішина заявила, що Верховна Рада вже цього тижня ухвалити зміни до закону про нацменшини на виконання критерію Єврокомісії для відкриття переговорів про вступ із ЄС.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349125,20231205,1,1,1684414,pravdaua,https://www.pravda.com.ua/news/2023/12/5/7431766/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,Нафтобаз,дрон,Нафтобазу у Феодосії вразили дрони СБУ та ГУР – джерело.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349179,20231227,1,1,856410,ria,https://ria.ru/20231227/feodosiya-1918405388.html,,,,,35.383911,45.026654,ADM3,,,,,,,,PORT_EXPORT_LOGISTICS,порт,атак,Власти рассказали о состоянии пострадавших при атаке на порт Феодосии,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349196,20231228,2,1,1684982,pravdaua,https://www.pravda.com.ua/news/2023/12/28/7434868/,,,,,35.383911,45.026654,ADM3,,,,,,,,PORT_EXPORT_LOGISTICS,порт,атак,Наслідки атаки на порт у Криму: окупанти відправили з Феодосії на Керч колону зерновозів.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349304,20240303,1,1,1686681,pravdaua,https://www.pravda.com.ua/news/2024/03/3/7444754/,,,,,35.383911,45.026654,ADM3,,,,,,,,PIPELINE_PUMPING,нафтопров,знищ,У Феодосії знищено нафтопровід окупантів - кримські партизани.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349448,20240428,1,1,1268930,liveuamap,https://t.me/rusbrief/224996,,,,,38.13644,45.22444,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,нафтоперероб,атак|безпілот|пошкодж,"Під час атаки українських безпілотників на нафтопереробний завод у Краснодарському краї була пошкоджена ректифікаційна колона, повідомив глава Слов'янського району регіону.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349449,20240429,1,1,1269075,liveuamap,https://t.me/rusbrief/224996,,,,,38.13644,45.22444,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,нафтоперероб,атак|безпілот|пошкодж,"Під час атаки українських безпілотників на нафтопереробний завод у Краснодарському краї була пошкоджена ректифікаційна колона, повідомив глава Слов'янського району регіону.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349599,20241007,1,1,1729639,unian,https://www.unian.ua/war/ekspert-pro-udar-po-naftobazi-u-feodosiji-spodivayemos-vse-vigorit-vshchent-12779976.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,"Експерт про удар по нафтобазі у Феодосії: Сподіваємось, все вигорить вщент",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349601,20241007,1,1,1652689,liga,https://news.liga.net/politics/news/vo-vremenno-okkupirovannoy-feodosii-pylaet-neftebaza-posle-ataki-dronov-video,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтебаз,атак|дрон,Во временно оккупированной Феодосии пылает нефтебаза после атаки дронов – видео,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349602,20241007,2,2,1692893|1729636,pravdaua|unian,https://www.pravda.com.ua/news/2024/10/7/7478466/|https://www.unian.ua/war/udar-po-naftobazi-u-feodosiji-eksperti-vkazali-na-vazhliviy-moment-shchodo-rosiyskoji-ppo-12779901.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Удар|атак,У Феодосії після атаки БпЛА горить нафтобаза. || Удар по нафтобазі у Феодосії: експерти вказали на важливий момент щодо російської ППО,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349603,20241007,1,1,1654735,meduza,https://meduza.io/live/2024/10/07/voyna,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL|PORT_EXPORT_LOGISTICS,морскому нефтяному терминал|нефтяному терминал,удар,"В Генштабе ВСУ заявили, что украинские силы нанесли удар по морскому нефтяному терминалу в Феодосии.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349604,20241007,2,1,1619787,espreso,https://espreso.tv/viyna-z-rosiyeyu-vlada-krimu-povidomila-pro-pozhezhu-na-naftobazi-u-feodosii,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтовому термінал,удар,Сили оборони завдали удару по нафтовому терміналу в окупованій Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349606,20241008,1,1,1652694,liga,https://news.liga.net/politics/news/poyavilsya-pervyy-sputnikovyy-snimok-pozhara-na-neftyanom-terminale-v-okkupirovannoy-feodosii,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтяном терминал,пожар,Появился первый спутниковый снимок пожара на нефтяном терминале в оккупированной Феодосии,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349607,20241008,1,1,1729653,unian,https://www.unian.ua/war/udar-po-naftobazi-u-feodosiji-svitan-rozpoviv-pro-vazhlivist-operaciji-12780306.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Удар,Удар по нафтобазі у Феодосії: Світан розповів про важливість операції,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349608,20241008,1,1,1729678,unian,https://www.unian.ua/war/udar-po-naftobazi-v-feodosiji-z-yavilisya-pershi-suputnikovi-znimki-12781380.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Удар,Удар по нафтобазі в Феодосії: зʼявилися перші супутникові знімки,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349609,20241008,2,1,1622372,espreso,https://espreso.tv/viyna-z-rosiyeyu-naybilshiy-terminal-u-krimu-zgurets-pro-znishchennya-naftobazi-u-feodosii,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,знищ,Найбільший термінал у Криму: Згурець про знищення нафтобази у Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349611,20241008,1,1,1692930,pravdaua,https://www.pravda.com.ua/news/2024/10/8/7478630/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак,"Супутникові знімки: На атакованій нафтобазі у Феодосії стояла система ППО """"Панцир-С1"""".",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349613,20241008,2,1,1729663,unian,https://www.unian.ua/war/udar-po-naftobazi-u-krimu-znizit-potencial-rosiyan-na-poli-boyu-kapitan-i-rangu-zapasu-12780672.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,знищ,"Ворог відчує на собі знищення нафтобази у Феодосії, - капітан І рангу запасу",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349614,20241008,1,1,1729674,unian,https://www.unian.ua/war/udar-po-naftobazi-u-feodosiji-rosiyski-tanki-do-zaporizhzhya-teper-ne-dojidut-ekspert-12781125.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,Російські танки до Запоріжжя тепер не доїдуть: експерт - про удар по нафтобазі у Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349617,20241010,1,1,1729712,unian,https://www.unian.ua/war/udari-po-naftobazi-u-feodosiji-ta-skladu-z-shahedami-u-rosiji-nova-zayava-vms-12783087.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Удар,"Удари по нафтобазі у Феодосії та складу з """"шахедами"""" у Росії: у ВМС зробили нову заяву",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349618,20241010,1,1,1889214,pravdaua,https://www.pravda.com.ua/news/2024/10/10/7479147/,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,Нафтобаз,вибух,Нафтобаза в Феодосії палає четвертий день: вибухнула ще одна цистерна.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349619,20241011,1,1,1888479,meduza,https://meduza.io/live/2024/10/11/voyna,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтебаз,атак|беспилот|взрыв,"В Феодосии вечером 10 октября произошел взрыв на нефтебазе, которая горит с 7 октября после атаки украинских беспилотников.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349620,20241011,1,1,1889337,espreso,https://espreso.tv/viyna-z-rosiyeyu-okupanti-stiknulisya-iz-logistichnim-khaosom-pislya-znishchennya-naftobazi-u-feodosii-atesh,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,знищ,Окупанти стикнулися із логістичним хаосом після знищення нафтобази у Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349621,20241012,1,1,1889352,espreso,https://espreso.tv/viyna-z-rosiyeyu-udar-po-naftobazi-u-feodosii-7-zhovtnya-pozhezhu-gasyat-vzhe-shostu-dobu,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Удар|пожеж,Удар по нафтобазі у Феодосії 7 жовтня: пожежу гасять уже шосту добу,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349622,20241012,1,1,1874931,liveuamap,https://t.me/exilenova_plus/2700,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,На палаючій нафтобазі в окупованому Криму Феодосії вибухнув черговий резервуар з пальним,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349623,20241013,1,1,1889579,liga,https://news.liga.net/politics/news/v-feodosii-dogorel-neftyanoy-terminal-unichtozheno-vosem-tsistern-osint-analitiki,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтяной терминал,уничтож,"В Феодосии догорел нефтяной терминал, уничтожено восемь цистерн – OSINT-аналитики",TRUE,TRUE,TRUE,DISCOVERY_ONLY
349624,20241013,1,1,1875067,liveuamap,https://t.me/exilenova_plus/2700,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,На палаючій нафтобазі в окупованому Криму Феодосії вибухнув черговий резервуар з пальним,TRUE,TRUE,TRUE,DISCOVERY_ONLY
349625,20241013,1,1,1895159,unian,https://www.unian.ua/war/u-feodosiji-dogorila-naftobaza-pislya-udaru-zsu-analitiki-pokazali-naslidki-foto-12785883.html,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,У Феодосії догоріла нафтобаза після удару ЗСУ: аналітики показали наслідки (фото),TRUE,TRUE,TRUE,DISCOVERY_ONLY
349626,20241013,1,1,1889374,espreso,https://espreso.tv/viyna-z-rosiyeyu-udar-po-naftobazi-v-okupovaniy-feodosii-bezpilotniki-nad-riznimi-chastinami-rf-ta-bavovna-na-viyskovomu-aerodromi-khanska-v-adigei-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,,,,,35.383911,45.026654,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL|STRATEGIC_AIRBASE,аеродром|нафтобаз,Удар|безпілот|вибух,"Удар по нафтобазі в окупованій Феодосії, безпілотники над різними частинами РФ та бавовна на військовому аеродромі """"Ханська"""" в Адигеї: де в росіян вибухало та палало цього тижня",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399619,20250721,1,1,2422475,unian,https://www.unian.ua/war/millerovo-u-rostovskiy-oblasti-rf-chuti-vibuhi-region-pid-atakoyu-bpla-13074258.html,,,,,40.39185,48.91963,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,вибух,"У російському Міллерово пролунало понад 10 вибухів, там знаходиться військовий аеродром (відео)",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399634,20250824,1,1,2461307,liveuamap,https://t.me/GeneralStaffZSU/28142,,,,,33.39732,44.57218,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,знищ|удар,"Генеральний Штаб Збройних Сил України: Силами та засобами ВМС ЗС України було знищено пункт базування БпЛА """"Форпост""""(""""Mohajer-6"""") на аеродромі Херсонес у м. Севастополі, на території тимчасово окупованого Криму. За результатами удару було уражено до трьох БпЛА Mohajer-6 та два БпЛА Форпост",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399635,20250824,1,1,2461215,liveuamap,https://t.me/GeneralStaffZSU/28142,,,,,33.39732,44.57218,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,знищ|удар,"Генеральний Штаб Збройних Сил України: Силами та засобами ВМС ЗС України було знищено пункт базування БпЛА """"""""Форпост""""""""(""""""""Mohajer-6"""""""") на аеродромі Херсонес у м. Севастополі, на території тимчасово окупованого Криму. За результатами удару було уражено до трьох БпЛА Mohajer-6 та два БпЛА Форпост",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399647,20250929,1,1,2531438,liga,https://news.liga.net/politics/news/v-feodosii-pozhar-na-neftebaze-rossiyane-zayavili-o-neudachnyh-svarochnyh-rabotah,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтебаз,пожар,"В Феодосии пожар на нефтебазе. Россияне заявили о """"неудачных сварочных работах""""",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399650,20250930,1,1,2523119,liveuamap,https://t.me/belgorod_informant/11362,,,,,36.58734,50.59556,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,"Повідомляється, що підстанція Луч була уражена ракетним ударом у Бєлгороді",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399653,20251001,1,1,2523235,liveuamap,https://t.me/belgorod_informant/11362,,,,,36.58734,50.59556,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,"Повідомляється, що підстанція Луч була уражена ракетним ударом у Бєлгороді",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399654,20251005,1,1,2499830,unian,https://www.unian.ua/war/u-byelgorodi-povtorniy-blekaut-pislya-vibuhiv-na-tec-13153116.html,,,,,36.58734,50.59556,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,вибух,У Бєлгороді повторний блекаут після вибухів на підстанції,TRUE,TRUE,TRUE,DISCOVERY_ONLY
